sentence1	PPL1	Sentence2	PPL2	Correct
this man had n't said that this woman had n't thought about himself .	5.16907262802124	this woman had n't said that this man had n't thought about himself .	5.038050651550293	correct
your dad can n't know that that queen could n't forget himself .	6.518839359283447	that queen can n't know that your dad could n't forget himself .	6.826026439666748	incorrect
that woman had said that my dad may love herself .	6.252281188964844	my dad had said that that woman may love herself .	5.9941534996032715	correct
that queen has n't remembered that this guy knows herself .	7.203438758850098	this guy has n't remembered that that queen knows herself .	7.7058258056640625	incorrect
Amelia realized that my father must remember herself .	6.70999002456665	my father realized that Amelia must remember herself .	7.205733776092529	incorrect
Adam realized that Nancy has n't heard himself .	7.35555362701416	Nancy realized that Adam has n't heard himself .	6.821702003479004	correct
your sister can n't say that your father liked herself .	5.968655109405518	your father can n't say that your sister liked herself .	5.828494071960449	correct
the woman was n't thinking that Todd thinks about herself .	6.711706161499023	Todd was n't thinking that the woman thinks about herself .	6.035369396209717	correct
that queen learned that Guy knows herself .	8.631291389465332	Guy learned that that queen knows herself .	7.40099573135376	correct
that girl thinks that Jerry thought about herself .	6.55119514465332	Jerry thinks that that girl thought about herself .	5.907667636871338	correct
that man does n't notice that Amy has seen himself .	6.039440631866455	Amy does n't notice that that man has seen himself .	5.9169769287109375	correct
my mom could explain that Richard hears herself .	7.266121864318848	Richard could explain that my mom hears herself .	7.018503665924072	correct
Jane may realize that your husband remembered herself .	7.440158367156982	your husband may realize that Jane remembered herself .	6.797860145568848	correct
my husband might explain that that girl can look like himself .	6.161329746246338	that girl might explain that my husband can look like himself .	5.737018585205078	correct
Judy had noticed that Jerry had seen herself .	6.487646579742432	Jerry had noticed that Judy had seen herself .	6.078883647918701	correct
Kayla does n't think that the boy sounds like herself .	5.78513240814209	the boy does n't think that Kayla sounds like herself .	6.207913875579834	incorrect
your son has n't realized that your wife knows himself .	5.551802158355713	your wife has n't realized that your son knows himself .	5.443887233734131	correct
the man may explain that Julia must see himself .	6.830555438995361	Julia may explain that the man must see himself .	6.5090179443359375	correct
your sister wo n't whisper that Thomas talked about herself .	6.8023834228515625	Thomas wo n't whisper that your sister talked about herself .	6.3041510581970215	correct
the girl had n't learned that Todd forgot herself .	7.003334999084473	Todd had n't learned that the girl forgot herself .	6.365192413330078	correct
my father could n't think that your grandmother talks about himself .	5.840091228485107	your grandmother could n't think that my father talks about himself .	5.346311569213867	correct
this man is n't hoping that Allison heard himself .	7.715925693511963	Allison is n't hoping that this man heard himself .	7.219643592834473	correct
that woman says that that guy has remembered herself .	6.85358190536499	that guy says that that woman has remembered herself .	6.525907039642334	correct
this guy should know that your mother can n't think about himself .	5.148172855377197	your mother should know that this guy can n't think about himself .	4.7452392578125	correct
my father must say that that girl had seen himself .	5.9531474113464355	that girl must say that my father had seen himself .	5.656713485717773	correct
my grandmother must whisper that Jason talked about herself .	7.22513484954834	Jason must whisper that my grandmother talked about herself .	6.269405841827393	correct
my father might notice that your mother forgot himself .	5.8221964836120605	your mother might notice that my father forgot himself .	5.393869876861572	correct
the queen remembered that my dad would love herself .	7.36667537689209	my dad remembered that the queen would love herself .	6.592679977416992	correct
Gregory can n't forget that Rebecca talked about himself .	6.448000907897949	Rebecca can n't forget that Gregory talked about himself .	6.118624210357666	correct
Dan had n't remembered that your mother thought about himself .	6.233500003814697	your mother had n't remembered that Dan thought about himself .	6.205465793609619	correct
the man forgot that your mom heard himself .	6.926846504211426	your mom forgot that the man heard himself .	5.941139221191406	correct
Donald should forget that your sister can n't hear himself .	5.91326904296875	your sister should forget that Donald can n't hear himself .	6.159510135650635	incorrect
John must remember that Barbara heard himself .	7.285027027130127	Barbara must remember that John heard himself .	6.195247173309326	correct
your dad had n't learned that Renee thinks about himself .	6.962340354919434	Renee had n't learned that your dad thinks about himself .	6.302684307098389	correct
my father says that the girl looks like himself .	4.58791446685791	the girl says that my father looks like himself .	5.1407790184021	incorrect
my son has n't said that your wife sounded like himself .	5.723531723022461	your wife has n't said that my son sounded like himself .	5.390748500823975	correct
my mom could say that my husband does n't hear herself .	5.52183723449707	my husband could say that my mom does n't hear herself .	5.4920196533203125	correct
Alexander should n't whisper that the girl noticed himself .	6.843038558959961	the girl should n't whisper that Alexander noticed himself .	8.209800720214844	incorrect
Michelle said that Timothy could n't remember herself .	6.352141857147217	Timothy said that Michelle could n't remember herself .	6.559998989105225	incorrect
your husband is whispering that Cindy had talked about himself .	6.531628608703613	Cindy is whispering that your husband had talked about himself .	5.757717132568359	correct
Frank would n't explain that this woman forgot himself .	6.832283973693848	this woman would n't explain that Frank forgot himself .	7.2243475914001465	incorrect
Noah wo n't learn that Laurie forgot himself .	8.11654281616211	Laurie wo n't learn that Noah forgot himself .	6.874378204345703	correct
that woman had n't realized that that guy has n't noticed herself .	6.553217887878418	that guy had n't realized that that woman has n't noticed herself .	6.355408668518066	correct
your dad does n't learn that Amelia heard himself .	7.123321533203125	Amelia does n't learn that your dad heard himself .	6.881941795349121	correct
Samantha knew that David had n't noticed herself .	7.086894512176514	David knew that Samantha had n't noticed herself .	6.560157775878906	correct
that man was n't learning that my wife has n't talked about himself .	5.782561302185059	my wife was n't learning that that man has n't talked about himself .	5.593883037567139	correct
that king said that Carol knew himself .	8.204032897949219	Carol said that that king knew himself .	6.606440544128418	correct
Emily will notice that Bill has heard herself .	6.397436141967773	Bill will notice that Emily has heard herself .	6.879114151000977	incorrect
your father knew that Julie was thinking about himself .	5.337993144989014	Julie knew that your father was thinking about himself .	4.372215747833252	correct
Allison would think that your brother knows herself .	6.97439432144165	your brother would think that Allison knows herself .	6.718623161315918	correct
that queen does n't believe that your father heard herself .	6.534797668457031	your father does n't believe that that queen heard herself .	6.146427631378174	correct
this king remembered that Susan heard himself .	8.247326850891113	Susan remembered that this king heard himself .	6.268929481506348	correct
Renee has n't remembered that Todd likes herself .	7.1440863609313965	Todd has n't remembered that Renee likes herself .	7.632735252380371	incorrect
Donna realized that your son wo n't like herself .	6.865248680114746	your son realized that Donna wo n't like herself .	6.818838596343994	correct
my grandmother says that Aaron sounds like herself .	6.719274997711182	Aaron says that my grandmother sounds like herself .	6.352103233337402	correct
your mother does n't explain that Thomas must notice herself .	7.005238056182861	Thomas does n't explain that your mother must notice herself .	6.203620910644531	correct
that king noticed that the lady might see himself .	6.899614334106445	the lady noticed that that king might see himself .	7.45958948135376	incorrect
the woman was learning that that man has n't noticed herself .	6.73283576965332	that man was learning that the woman has n't noticed herself .	6.234808921813965	correct
that lady has n't thought that your husband thinks about herself .	6.240380764007568	your husband has n't thought that that lady thinks about herself .	6.096540451049805	correct
this girl has realized that your father talks about herself .	5.6828460693359375	your father has realized that this girl talks about herself .	5.132053375244141	correct
that lady was n't hoping that Joseph does n't notice herself .	7.029778480529785	Joseph was n't hoping that that lady does n't notice herself .	6.355841159820557	correct
Michael can explain that this queen has heard himself .	6.539410591125488	this queen can explain that Michael has heard himself .	7.491429805755615	incorrect
this queen will whisper that the boy was talking about herself .	6.2139153480529785	the boy will whisper that this queen was talking about herself .	6.255171298980713	incorrect
this king would n't whisper that Mary knows himself .	7.6505022048950195	Mary would n't whisper that this king knows himself .	6.534533977508545	correct
that lady was hoping that this guy wo n't look like herself .	6.1332106590271	this guy was hoping that that lady wo n't look like herself .	5.959699630737305	correct
Donna knows that Mark has n't talked about herself .	6.564019203186035	Mark knows that Donna has n't talked about herself .	6.201633930206299	correct
that guy was learning that the girl has heard himself .	6.1809515953063965	the girl was learning that that guy has heard himself .	6.561279296875	incorrect
that guy will explain that Alice noticed himself .	7.826756954193115	Alice will explain that that guy noticed himself .	7.1746978759765625	correct
Brett learned that my sister had n't seen himself .	6.327178478240967	my sister learned that Brett had n't seen himself .	6.720013618469238	incorrect
my son has noticed that your daughter thought about himself .	5.728379726409912	your daughter has noticed that my son thought about himself .	5.529690265655518	correct
your husband may remember that Erin could n't notice himself .	6.516330718994141	Erin may remember that your husband could n't notice himself .	6.36542272567749	correct
the woman remembered that my dad thinks about herself .	6.780092716217041	my dad remembered that the woman thinks about herself .	6.278360366821289	correct
your mother forgot that Martin has noticed herself .	7.607339382171631	Martin forgot that your mother has noticed herself .	6.233597755432129	correct
this woman can think that your father has n't remembered herself .	6.2209696769714355	your father can think that this woman has n't remembered herself .	5.6294355392456055	correct
this girl could n't say that Travis did n't remember herself .	6.615154266357422	Travis could n't say that this girl did n't remember herself .	5.99580192565918	correct
this lady is n't thinking that Paul loved herself .	7.244441986083984	Paul is n't thinking that this lady loved herself .	6.737552642822266	correct
your husband had thought that my sister had n't noticed himself .	5.732800483703613	my sister had thought that your husband had n't noticed himself .	5.692361354827881	correct
Alexander had n't said that Catherine knew himself .	6.0565714836120605	Catherine had n't said that Alexander knew himself .	7.23073673248291	incorrect
that boy is n't thinking that my daughter likes himself .	6.02407169342041	my daughter is n't thinking that that boy likes himself .	5.601625919342041	correct
your grandmother should forget that Ronald has noticed herself .	7.684211730957031	Ronald should forget that your grandmother has noticed herself .	6.892417907714844	correct
your grandmother wo n't hope that my father has seen herself .	6.417121410369873	my father wo n't hope that your grandmother has seen herself .	6.104057312011719	correct
Jane was n't hoping that this king would n't see herself .	6.648710250854492	this king was n't hoping that Jane would n't see herself .	6.863821506500244	incorrect
the guy thinks that that queen could n't hate himself .	7.259263515472412	that queen thinks that the guy could n't hate himself .	7.0353569984436035	correct
Alice could n't learn that this guy sounded like herself .	6.330798149108887	this guy could n't learn that Alice sounded like herself .	6.952728271484375	incorrect
that lady did n't know that Ronald had talked about herself .	6.226264476776123	Ronald did n't know that that lady had talked about herself .	5.888205528259277	correct
Paul may realize that Becky did n't love himself .	7.104062080383301	Becky may realize that Paul did n't love himself .	6.316558837890625	correct
Donna learned that this king has n't heard herself .	6.893450736999512	this king learned that Donna has n't heard herself .	7.716183662414551	incorrect
my mom said that this man looked like herself .	5.072635650634766	this man said that my mom looked like herself .	5.152515888214111	incorrect
this boy had learned that this lady did n't talk about himself .	5.663247108459473	this lady had learned that this boy did n't talk about himself .	5.500087261199951	correct
Melissa had said that your dad was n't talking about herself .	5.915135383605957	your dad had said that Melissa was n't talking about herself .	5.581153869628906	correct
your dad had n't remembered that the woman had talked about himself .	5.50897216796875	the woman had n't remembered that your dad had talked about himself .	5.83315372467041	incorrect
Wendy thought that Todd liked herself .	6.896524429321289	Todd thought that Wendy liked herself .	7.246128082275391	incorrect
your sister should whisper that Todd loves herself .	7.921690464019775	Todd should whisper that your sister loves herself .	7.0803070068359375	correct
Frank is whispering that this queen did n't love himself .	7.1174468994140625	this queen is whispering that Frank did n't love himself .	7.348329067230225	incorrect
my grandmother was n't hoping that Christopher had n't remembered herself .	7.19260835647583	Christopher was n't hoping that my grandmother had n't remembered herself .	6.798462390899658	correct
George forgot that this queen should n't talk about himself .	6.487708568572998	this queen forgot that George should n't talk about himself .	7.216917991638184	incorrect
your son has learned that my grandmother is n't thinking about himself .	5.329277992248535	my grandmother has learned that your son is n't thinking about himself .	5.413026332855225	incorrect
my sister forgot that Thomas has talked about herself .	6.084778785705566	Thomas forgot that my sister has talked about herself .	6.153749465942383	incorrect
Anne wo n't forget that Jason had heard herself .	6.290528774261475	Jason wo n't forget that Anne had heard herself .	6.868730068206787	incorrect
Susan has n't thought that John knows herself .	6.465129852294922	John has n't thought that Susan knows herself .	6.722653865814209	incorrect
your sister knew that the king sounds like herself .	6.556354999542236	the king knew that your sister sounds like herself .	6.904105186462402	incorrect
the boy learned that Judy talked about himself .	6.515809059143066	Judy learned that the boy talked about himself .	5.487351417541504	correct
Catherine will learn that my husband talks about herself .	6.19832181930542	my husband will learn that Catherine talks about herself .	5.868091106414795	correct
Nicole had remembered that the man was talking about herself .	6.082479000091553	the man had remembered that Nicole was talking about herself .	6.000652313232422	correct
your daughter does n't know that Patrick talked about herself .	5.4576544761657715	Patrick does n't know that your daughter talked about herself .	4.832014083862305	correct
Joseph might learn that my grandmother loved himself .	6.640455722808838	my grandmother might learn that Joseph loved himself .	6.698728561401367	incorrect
Joseph was n't hoping that that queen was n't talking about himself .	6.35413932800293	that queen was n't hoping that Joseph was n't talking about himself .	6.721072673797607	incorrect
Samantha wo n't learn that that man had n't remembered herself .	7.54389762878418	that man wo n't learn that Samantha had n't remembered herself .	7.200221538543701	correct
Christopher knew that Jill has heard himself .	6.748076915740967	Jill knew that Christopher has heard himself .	7.39718770980835	incorrect
Laura might learn that the guy thinks about herself .	7.148964881896973	the guy might learn that Laura thinks about herself .	7.052539348602295	correct
this boy is n't learning that your grandmother has thought about himself .	6.098760604858398	your grandmother is n't learning that this boy has thought about himself .	5.648954391479492	correct
your son realized that Wendy thought about himself .	6.844549179077148	Wendy realized that your son thought about himself .	5.766891002655029	correct
that girl may notice that my husband liked herself .	6.511516571044922	my husband may notice that that girl liked herself .	6.473963737487793	correct
your wife is n't hoping that the boy likes herself .	6.411627292633057	the boy is n't hoping that your wife likes herself .	6.759058475494385	incorrect
the woman will remember that Kevin can look like herself .	6.439058780670166	Kevin will remember that the woman can look like herself .	4.760096073150635	correct
your husband can n't believe that Marie has heard himself .	6.502599239349365	Marie can n't believe that your husband has heard himself .	6.107770919799805	correct
the guy learned that this girl had n't seen himself .	6.374606132507324	this girl learned that the guy had n't seen himself .	6.342248439788818	correct
Anne was n't thinking that Timothy wo n't sound like herself .	6.295842170715332	Timothy was n't thinking that Anne wo n't sound like herself .	6.313475131988525	incorrect
Peter would think that this lady had n't remembered himself .	6.190755844116211	this lady would think that Peter had n't remembered himself .	6.471975326538086	incorrect
that woman had n't thought that Bill talked about herself .	6.447904109954834	Bill had n't thought that that woman talked about herself .	5.931135177612305	correct
the lady knew that your son is n't talking about herself .	6.046764373779297	your son knew that the lady is n't talking about herself .	5.676025390625	correct
my mom learned that that guy did n't love herself .	6.722273826599121	that guy learned that my mom did n't love herself .	6.372447967529297	correct
the king realized that this queen should talk about himself .	6.307125568389893	this queen realized that the king should talk about himself .	6.087605953216553	correct
your grandmother knows that my brother sounds like herself .	6.072856426239014	my brother knows that your grandmother sounds like herself .	5.667897701263428	correct
your sister should explain that the king likes herself .	6.469091892242432	the king should explain that your sister likes herself .	6.796769142150879	incorrect
