sentence1	PPL1	Sentence2	PPL2	Correct
who does n't the girl learn who has taught ?	6.301428318023682	who does n't the girl learn she has taught ?	6.479976654052734	incorrect
who do n't my friends believe who look like ?	5.8765363693237305	who do n't my friends believe they look like ?	5.281329154968262	correct
who will your mother know who bothered ?	6.042237758636475	who will your mother know she bothered ?	6.394647121429443	incorrect
who was n't your son saying who is listening to ?	5.719031810760498	who was n't your son saying he is listening to ?	5.58844518661499	correct
who is n't Renee thinking who will sound like ?	7.595907688140869	who is n't Renee thinking she will sound like ?	7.505563259124756	correct
what could your doctors hope who talked about ?	7.882859230041504	what could your doctors hope they talked about ?	6.949031352996826	correct
who would Becca figure out who can appreciate ?	7.097296714782715	who would Becca figure out she can appreciate ?	7.100263595581055	incorrect
who had n't Karen said who could help ?	6.94024133682251	who had n't Karen said she could help ?	6.5170392990112305	correct
who should n't Barbara say who has worried ?	7.549719333648682	who should n't Barbara say she has worried ?	7.76932954788208	incorrect
what had these teachers remembered who can remember ?	7.189422130584717	what had these teachers remembered they can remember ?	7.271605491638184	incorrect
who has your husband learned who scared ?	7.949529647827148	who has your husband learned he scared ?	7.7380571365356445	correct
who is Anna thinking who did sound like ?	6.586728096008301	who is Anna thinking she did sound like ?	6.6472063064575195	incorrect
who has your husband known who hears ?	7.298688888549805	who has your husband known he hears ?	7.105710029602051	correct
what are my teachers thinking who have remembered ?	6.342783451080322	what are my teachers thinking they have remembered ?	6.568359851837158	incorrect
who are n't your doctors saying who can praise ?	7.2238640785217285	who are n't your doctors saying they can praise ?	6.864837169647217	correct
who would n't my father know who scared ?	6.955197811126709	who would n't my father know he scared ?	6.952483177185059	correct
who has Janet learned who knew ?	8.138742446899414	who has Janet learned she knew ?	8.238879203796387	incorrect
who would n't these doctors think who answered ?	7.409627437591553	who would n't these doctors think they answered ?	7.055211544036865	correct
what had your friends learned who had remembered ?	7.226402759552002	what had your friends learned they had remembered ?	6.794204235076904	correct
who could n't your doctors know who visit ?	7.847384929656982	who could n't your doctors know they visit ?	7.87476110458374	incorrect
who were n't the children thinking who are visiting ?	5.954278945922852	who were n't the children thinking they are visiting ?	5.933128833770752	correct
who could n't the people believe who had taught ?	6.863639831542969	who could n't the people believe they had taught ?	6.514003753662109	correct
what was this man thinking who loved ?	6.345866680145264	what was this man thinking he loved ?	5.471864700317383	correct
who have my teachers said who knew ?	7.010267734527588	who have my teachers said they knew ?	6.692533493041992	correct
who have n't those doctors learned who had lost ?	7.282990455627441	who have n't those doctors learned they had lost ?	7.214890480041504	correct
who was n't my son hoping who should sound like ?	6.412747859954834	who was n't my son hoping he should sound like ?	5.988969326019287	correct
who were n't your friends learning who heard ?	7.019315242767334	who were n't your friends learning they heard ?	7.053915977478027	incorrect
what may my teachers realize who notice ?	9.437463760375977	what may my teachers realize they notice ?	8.68606185913086	correct
who were n't my cousins hoping who praise ?	7.7523016929626465	who were n't my cousins hoping they praise ?	7.283838272094727	correct
what did n't these doctors forget who can remember ?	6.733769416809082	what did n't these doctors forget they can remember ?	6.463269233703613	correct
who has n't your father realized who is helping ?	6.638553619384766	who has n't your father realized he is helping ?	6.561888217926025	correct
what are n't your cousins saying who have talked about ?	6.573763847351074	what are n't your cousins saying they have talked about ?	5.9764628410339355	correct
who have the teachers remembered who will hear ?	6.760663986206055	who have the teachers remembered they will hear ?	7.100704669952393	incorrect
who will your friends remember who will look like ?	5.107912540435791	who will your friends remember they will look like ?	4.976746082305908	correct
