sentence1	PPL1	Sentence2	PPL2	Correct
who did the guys hear those doctors who can n't care for ?	6.315049171447754	who did those doctors who can n't care for the guys hear ?	5.951976299285889	correct
what do the people talk about those doctors who found ?	5.8377203941345215	what do those doctors who found the people talk about ?	5.940710544586182	incorrect
who had these children scared these people who are bothering ?	6.513306617736816	who had these people who are bothering these children scared ?	6.482692718505859	correct
who had the teacher heard that dancer who worked with ?	6.373172283172607	who had that dancer who worked with the teacher heard ?	6.276448726654053	correct
who is the dentist helping the adult who confused ?	7.127989768981934	who is the adult who confused the dentist helping ?	7.039831638336182	correct
who does this lady care for that driver who worked with ?	5.220925807952881	who does that driver who worked with this lady care for ?	5.636721134185791	incorrect
what could that dancer hate this doctor who had visited ?	7.4736247062683105	what could this doctor who had visited that dancer hate ?	7.114053249359131	correct
who had that adult worried that person who helped ?	7.729118347167969	who had that person who helped that adult worried ?	6.6207404136657715	correct
who would the teachers work with these children who can n't listen to ?	5.363702297210693	who would these children who can n't listen to the teachers work with ?	5.213296890258789	correct
who is this man working with the dentist who wo n't understand ?	5.345042705535889	who is the dentist who wo n't understand this man working with ?	5.738219261169434	incorrect
who were the guys listening to these ladies who were visiting ?	5.2540998458862305	who were these ladies who were visiting the guys listening to ?	5.405313014984131	incorrect
what had this patient thought about that horse who was working with ?	5.492761135101318	what had that horse who was working with this patient thought about ?	6.207457542419434	incorrect
who should that teacher hear that child who may praise ?	7.029083251953125	who should that child who may praise that teacher hear ?	7.719019412994385	incorrect
what had that guy noticed the doctor who talked to ?	5.967198848724365	what had the doctor who talked to that guy noticed ?	6.073522090911865	incorrect
who had the guy bothered the teacher who should scare ?	6.8326416015625	who had the teacher who should scare the guy bothered ?	7.017909526824951	incorrect
who would those girls visit the teachers who teach ?	6.096278190612793	who would the teachers who teach those girls visit ?	6.476470470428467	incorrect
who had this driver helped this dentist who works with ?	6.723636150360107	who had this dentist who works with this driver helped ?	6.381779193878174	correct
what had this person remembered this driver who should n't visit ?	7.1327643394470215	what had this driver who should n't visit this person remembered ?	6.920745849609375	correct
what had these women talked about these children who bother ?	6.034782409667969	what had these children who bother these women talked about ?	6.624328136444092	incorrect
who has the lady heard that dancer who has confused ?	7.013716220855713	who has that dancer who has confused the lady heard ?	7.121095180511475	incorrect
what do these teachers think about these rabbits who would understand ?	5.552484035491943	what do these rabbits who would understand these teachers think about ?	6.519782543182373	incorrect
