sentence1	PPL1	Sentence2	PPL2	Correct
your grandmother that hears these doctors could hate themselves .	8.529576301574707	your grandmother that hears these doctors could hate herself .	8.563565254211426	incorrect
the doctors who talk about Anne were n't talking about herself .	6.816637992858887	the doctors who talk about Anne were n't talking about themselves .	6.752713680267334	correct
that king that knows these doctors had talked about themselves .	7.133618354797363	that king that knows these doctors had talked about himself .	7.10963773727417	correct
these teachers that can n't see your sister looked like herself .	7.092257022857666	these teachers that can n't see your sister looked like themselves .	7.124014854431152	incorrect
my teachers who have talked about Scott had n't talked about himself .	6.648508548736572	my teachers who have talked about Scott had n't talked about themselves .	6.745842933654785	incorrect
your wife that noticed Eric had noticed himself .	8.220660209655762	your wife that noticed Eric had noticed herself .	8.24073600769043	incorrect
these children that think about my mom hate herself .	7.608241558074951	these children that think about my mom hate themselves .	7.53061056137085	correct
my friends who wo n't love April hear herself .	8.503302574157715	my friends who wo n't love April hear themselves .	8.38183307647705	correct
the king who loves your friends does n't sound like themselves .	7.331523895263672	the king who loves your friends does n't sound like himself .	7.204883575439453	correct
this man that heard the children did n't hear themselves .	7.1426825523376465	this man that heard the children did n't hear himself .	7.2177276611328125	incorrect
those people that have n't thought about your mom forgot herself .	6.894787788391113	those people that have n't thought about your mom forgot themselves .	6.843828201293945	correct
these children who were talking about your mother have n't seen herself .	6.061160564422607	these children who were talking about your mother have n't seen themselves .	5.997157573699951	correct
the teachers that heard your mother sounded like herself .	7.085274696350098	the teachers that heard your mother sounded like themselves .	7.074711799621582	correct
that girl that loves my brother likes himself .	7.185303688049316	that girl that loves my brother likes herself .	7.151430130004883	correct
your mom that was n't talking about my teachers looked like themselves .	7.204792022705078	your mom that was n't talking about my teachers looked like herself .	7.2358598709106445	incorrect
my brother that may look like Julie had remembered herself .	6.958235263824463	my brother that may look like Julie had remembered himself .	7.21358060836792	incorrect
the lady that did n't love these people could remember themselves .	7.467633247375488	the lady that did n't love these people could remember herself .	7.384559631347656	correct
the king that does n't think about that woman has talked about herself .	6.359068870544434	the king that does n't think about that woman has talked about himself .	6.531560897827148	incorrect
my mother that had n't seen the teachers looks like themselves .	7.078896999359131	my mother that had n't seen the teachers looks like herself .	7.0370612144470215	correct
those people who sounded like the boy look like himself .	5.367691516876221	those people who sounded like the boy look like themselves .	5.301095485687256	correct
your friends who would see Kristen liked herself .	7.783834934234619	your friends who would see Kristen liked themselves .	7.983711242675781	incorrect
that guy who might think about the children sounded like themselves .	5.693445205688477	that guy who might think about the children sounded like himself .	5.782830238342285	incorrect
my husband that is talking about the girl has n't remembered herself .	6.483778476715088	my husband that is talking about the girl has n't remembered himself .	6.628916263580322	incorrect
this guy who would hear your teachers loves themselves .	7.520071506500244	this guy who would hear your teachers loves himself .	7.445398330688477	correct
my cousins that have seen that king did n't notice himself .	7.712611198425293	my cousins that have seen that king did n't notice themselves .	7.768561363220215	incorrect
the teachers who noticed my father know himself .	8.18404769897461	the teachers who noticed my father know themselves .	8.31607437133789	incorrect
these people that are n't talking about Michael must hate himself .	6.870646953582764	these people that are n't talking about Michael must hate themselves .	7.017801284790039	incorrect
your dad that hears your cousins looks like themselves .	8.166223526000977	your dad that hears your cousins looks like himself .	8.349748611450195	incorrect
those doctors who forgot your husband remembered himself .	7.212477207183838	those doctors who forgot your husband remembered themselves .	7.247427940368652	incorrect
that woman who sounds like the boy thought about himself .	5.598784923553467	that woman who sounds like the boy thought about herself .	5.435968399047852	correct
that guy that is talking about Kayla was n't thinking about herself .	5.980764389038086	that guy that is talking about Kayla was n't thinking about himself .	6.11269474029541	incorrect
that girl that liked Gregory talks about himself .	8.178709030151367	that girl that liked Gregory talks about herself .	8.059684753417969	correct
your dad that liked my cousins was thinking about themselves .	7.240464687347412	your dad that liked my cousins was thinking about himself .	7.413941860198975	incorrect
that king who could n't hear those teachers talks about themselves .	7.810297012329102	that king who could n't hear those teachers talks about himself .	7.8338823318481445	incorrect
those doctors who liked that lady talk about herself .	6.995197772979736	those doctors who liked that lady talk about themselves .	7.037045955657959	incorrect
these doctors that have heard your dad may see himself .	6.749730587005615	these doctors that have heard your dad may see themselves .	6.484849452972412	correct
my doctors that thought about the man like himself .	6.957911968231201	my doctors that thought about the man like themselves .	7.275827884674072	incorrect
your friends who did n't remember my father do n't forget himself .	6.840566158294678	your friends who did n't remember my father do n't forget themselves .	6.828652381896973	correct
my cousins that know this queen look like herself .	7.43709135055542	my cousins that know this queen look like themselves .	7.631947994232178	incorrect
my teachers who talked about Carl talk about himself .	7.44666051864624	my teachers who talked about Carl talk about themselves .	7.46222448348999	incorrect
the people who saw my sister sound like herself .	6.722362995147705	the people who saw my sister sound like themselves .	6.595513820648193	correct
that girl that hears this man hears himself .	6.889261245727539	that girl that hears this man hears herself .	7.006066799163818	incorrect
my mother who had n't talked about my son wo n't know himself .	6.602962493896484	my mother who had n't talked about my son wo n't know herself .	6.699101448059082	incorrect
my son that has heard your cousins loves themselves .	9.099820137023926	my son that has heard your cousins loves himself .	9.058429718017578	correct
my friends who saw George heard himself .	7.756524562835693	my friends who saw George heard themselves .	8.149187088012695	incorrect
your daughter that was n't thinking about this guy heard himself .	7.0857110023498535	your daughter that was n't thinking about this guy heard herself .	7.1197991371154785	incorrect
your husband that had n't talked about that queen loves herself .	7.48275089263916	your husband that had n't talked about that queen loves himself .	7.697137832641602	incorrect
these people that had seen my son thought about himself .	5.663248538970947	these people that had seen my son thought about themselves .	5.808210849761963	incorrect
my doctors that would n't think about that woman heard herself .	7.536530494689941	my doctors that would n't think about that woman heard themselves .	7.8751444816589355	incorrect
these doctors that sounded like your grandmother talked about herself .	6.238107204437256	these doctors that sounded like your grandmother talked about themselves .	6.171224117279053	correct
your sister that should n't hate Todd knows himself .	9.092731475830078	your sister that should n't hate Todd knows herself .	9.178903579711914	incorrect
these children that should n't hear Sara did n't hate herself .	7.233746528625488	these children that should n't hear Sara did n't hate themselves .	7.480599880218506	incorrect
my husband who has n't noticed your teachers looked like themselves .	7.720460891723633	my husband who has n't noticed your teachers looked like himself .	7.978519439697266	incorrect
this king that would n't know your grandmother looked like herself .	7.426058769226074	this king that would n't know your grandmother looked like himself .	7.6019792556762695	incorrect
your husband who hears those doctors knows themselves .	8.750415802001953	your husband who hears those doctors knows himself .	8.680584907531738	correct
that girl that had n't remembered the man talks about himself .	6.9927215576171875	that girl that had n't remembered the man talks about herself .	6.86987829208374	correct
your father that looks like these people has n't thought about themselves .	6.316784858703613	your father that looks like these people has n't thought about himself .	6.527145862579346	incorrect
your mother that forgot my father liked himself .	7.26708984375	your mother that forgot my father liked herself .	7.27996826171875	incorrect
your friends that are n't talking about James can n't like himself .	6.746784210205078	your friends that are n't talking about James can n't like themselves .	6.87039852142334	incorrect
your doctors who had n't heard this lady look like herself .	7.384026050567627	your doctors who had n't heard this lady look like themselves .	7.482664585113525	incorrect
your wife that had n't noticed my doctors was n't talking about themselves .	7.034877300262451	your wife that had n't noticed my doctors was n't talking about herself .	7.065126895904541	incorrect
your cousins that remembered this lady do n't hate herself .	8.151336669921875	your cousins that remembered this lady do n't hate themselves .	8.228269577026367	incorrect
this king who was talking about this woman talks about herself .	5.3850016593933105	this king who was talking about this woman talks about himself .	5.456362724304199	incorrect
that boy who talked about your teachers has noticed themselves .	6.85500955581665	that boy who talked about your teachers has noticed himself .	6.821568965911865	correct
my son who sees that lady could know herself .	7.517168045043945	my son who sees that lady could know himself .	7.611752986907959	incorrect
the doctors that hear that man loved himself .	7.528610706329346	the doctors that hear that man loved themselves .	7.921139717102051	incorrect
my cousins that did n't talk about your son looked like himself .	7.47073221206665	my cousins that did n't talk about your son looked like themselves .	7.442303657531738	correct
my mother that might like Donald liked himself .	9.291976928710938	my mother that might like Donald liked herself .	9.254961967468262	correct
the man who heard this queen had n't talked about herself .	6.52081823348999	the man who heard this queen had n't talked about himself .	6.595030784606934	incorrect
your father who would n't like those people was n't talking about themselves .	6.269425868988037	your father who would n't like those people was n't talking about himself .	6.360414981842041	incorrect
the king who thinks about that lady has n't talked about herself .	6.956691265106201	the king who thinks about that lady has n't talked about himself .	7.048283100128174	incorrect
this girl who has heard those children wo n't forget themselves .	6.779466152191162	this girl who has heard those children wo n't forget herself .	6.829776287078857	incorrect
the teachers who talk about Richard have seen himself .	6.98329496383667	the teachers who talk about Richard have seen themselves .	6.919515132904053	correct
those people that knew the queen loved herself .	6.274505615234375	those people that knew the queen loved themselves .	6.644040107727051	incorrect
that girl who has n't seen those people should n't think about themselves .	5.485851764678955	that girl who has n't seen those people should n't think about herself .	5.56790828704834	incorrect
my daughter who has remembered the teachers knew themselves .	7.848779678344727	my daughter who has remembered the teachers knew herself .	7.624144077301025	correct
my son who should n't remember my friends knew themselves .	8.043571472167969	my son who should n't remember my friends knew himself .	7.9686126708984375	correct
this guy who would n't see Janet looked like herself .	7.041088104248047	this guy who would n't see Janet looked like himself .	7.291239261627197	incorrect
that man who forgot these teachers liked themselves .	7.38330078125	that man who forgot these teachers liked himself .	7.331404209136963	correct
your teachers who have seen the king should hate himself .	6.712801933288574	your teachers who have seen the king should hate themselves .	6.934709072113037	incorrect
that boy that does n't hear your wife is n't talking about herself .	6.36355447769165	that boy that does n't hear your wife is n't talking about himself .	6.476463794708252	incorrect
this girl who could see that king talked about himself .	6.275706768035889	this girl who could see that king talked about herself .	6.252341270446777	correct
my cousins that could like your brother see himself .	7.648500442504883	my cousins that could like your brother see themselves .	7.597135066986084	correct
this king that might remember the children sees themselves .	7.653964519500732	this king that might remember the children sees himself .	7.655455589294434	incorrect
this lady that has thought about your friends would look like themselves .	6.5245771408081055	this lady that has thought about your friends would look like herself .	6.43533992767334	correct
the children who liked my daughter had n't noticed herself .	6.984656810760498	the children who liked my daughter had n't noticed themselves .	6.9986572265625	incorrect
your husband who had n't thought about your friends would n't forget themselves .	6.704648017883301	your husband who had n't thought about your friends would n't forget himself .	6.8064703941345215	incorrect
your mom that hears the man was n't thinking about himself .	6.778473377227783	your mom that hears the man was n't thinking about herself .	6.889898777008057	incorrect
your teachers that hate that woman have n't heard herself .	8.303060531616211	your teachers that hate that woman have n't heard themselves .	8.517602920532227	incorrect
that lady who has remembered your cousins has n't seen themselves .	7.249560356140137	that lady who has remembered your cousins has n't seen herself .	7.297016143798828	incorrect
the teachers who had seen the woman can forget herself .	6.797756195068359	the teachers who had seen the woman can forget themselves .	6.866591930389404	incorrect
my grandmother that might like Jason will think about himself .	7.405367374420166	my grandmother that might like Jason will think about herself .	7.3734588623046875	correct
my mother that talked about that man had n't heard himself .	7.175260066986084	my mother that talked about that man had n't heard herself .	7.277507305145264	incorrect
your friends who knew my grandmother could forget herself .	7.0336761474609375	your friends who knew my grandmother could forget themselves .	7.089880466461182	incorrect
the teachers who may look like my brother can n't hear himself .	6.996708869934082	the teachers who may look like my brother can n't hear themselves .	7.062053203582764	incorrect
the king that sees your wife heard herself .	7.437605381011963	the king that sees your wife heard himself .	7.496565818786621	incorrect
that girl who looked like this boy can n't sound like himself .	5.938155174255371	that girl who looked like this boy can n't sound like herself .	5.940072059631348	incorrect
the guy that could n't like my friends should forget themselves .	7.019938945770264	the guy that could n't like my friends should forget himself .	7.0950422286987305	incorrect
the children that sounded like your grandmother can n't look like herself .	5.955955982208252	the children that sounded like your grandmother can n't look like themselves .	6.017532825469971	incorrect
this woman who talks about those teachers saw themselves .	6.980928897857666	this woman who talks about those teachers saw herself .	6.958405017852783	correct
my cousins who talked about Allison sound like herself .	8.3165864944458	my cousins who talked about Allison sound like themselves .	7.98961067199707	correct
my dad that had heard Cindy will forget herself .	7.5820465087890625	my dad that had heard Cindy will forget himself .	7.733619689941406	incorrect
your cousins that heard my wife remembered herself .	8.345993041992188	your cousins that heard my wife remembered themselves .	8.45352840423584	incorrect
the king who forgot my teachers liked themselves .	7.759410381317139	the king who forgot my teachers liked himself .	7.657681941986084	correct
that guy that has seen this woman forgot herself .	5.903171062469482	that guy that has seen this woman forgot himself .	5.890425205230713	correct
my daughter who could n't see my husband had remembered himself .	7.273460388183594	my daughter who could n't see my husband had remembered herself .	7.265820503234863	correct
my brother who is talking about the doctors had n't talked about themselves .	6.2601799964904785	my brother who is talking about the doctors had n't talked about himself .	6.265199184417725	incorrect
these people that love the queen noticed herself .	6.83361291885376	these people that love the queen noticed themselves .	7.033041477203369	incorrect
my sister who can n't think about your husband heard himself .	7.279008865356445	my sister who can n't think about your husband heard herself .	7.362549781799316	incorrect
your teachers that talk about this boy could n't sound like himself .	6.845589637756348	your teachers that talk about this boy could n't sound like themselves .	6.873548984527588	incorrect
my wife who knew your teachers had n't noticed themselves .	7.67327356338501	my wife who knew your teachers had n't noticed herself .	7.691359519958496	incorrect
the children who hate that lady noticed herself .	8.270478248596191	the children who hate that lady noticed themselves .	8.406753540039062	incorrect
the doctors that look like Alexander might remember himself .	6.865038871765137	the doctors that look like Alexander might remember themselves .	7.173685550689697	incorrect
the people who notice Jane had n't noticed herself .	8.030560493469238	the people who notice Jane had n't noticed themselves .	8.335787773132324	incorrect
my husband who forgot your grandmother sounded like herself .	6.677754878997803	my husband who forgot your grandmother sounded like himself .	6.765933990478516	incorrect
