,best
agreement_determiner_noun-across_1_adjective,0.935
agreement_determiner_noun-between_neighbors,0.9105
agreement_subject_verb-across_prepositional_phrase,0.7325
agreement_subject_verb-across_relative_clause,0.799
agreement_subject_verb-in_question_with_aux,0.816
agreement_subject_verb-in_simple_question,0.906
anaphor_agreement-pronoun_gender,0.9615
argument_structure-dropped_argument,0.802
argument_structure-swapped_arguments,0.8755
argument_structure-transitive,0.6535
binding-principle_a,0.982
case-subjective_pronoun,0.9335
ellipsis-n_bar,0.5385
filler-gap-wh_question_object,0.9945
filler-gap-wh_question_subject,0.9635
irregular-verb,0.92
island-effects-adjunct_island,0.6555
island-effects-coordinate_structure_constraint,0.729
local_attractor-in_question_with_aux,0.893
npi_licensing-matrix_question,0.287
npi_licensing-only_npi_licensor,0.629
quantifiers-existential_there,0.9935
quantifiers-superlative,0.762
