,best
agreement_determiner_noun-across_1_adjective,0.786
agreement_determiner_noun-between_neighbors,0.7375
agreement_subject_verb-across_prepositional_phrase,0.8375
agreement_subject_verb-across_relative_clause,0.7755
agreement_subject_verb-in_question_with_aux,0.5375
agreement_subject_verb-in_simple_question,0.643
anaphor_agreement-pronoun_gender,0.542
argument_structure-dropped_argument,0.3715
argument_structure-swapped_arguments,0.9495
argument_structure-transitive,0.487
binding-principle_a,0.893
case-subjective_pronoun,0.996
ellipsis-n_bar,0.499
filler-gap-wh_question_object,0.951
filler-gap-wh_question_subject,0.969
irregular-verb,0.9015
island-effects-adjunct_island,0.304
island-effects-coordinate_structure_constraint,0.7005
local_attractor-in_question_with_aux,0.3615
npi_licensing-matrix_question,0.176
npi_licensing-only_npi_licensor,0.8885
quantifiers-existential_there,0.963
quantifiers-superlative,0.6445
