,best
agreement_determiner_noun-across_1_adjective,0.951
agreement_determiner_noun-between_neighbors,0.9475
agreement_subject_verb-across_prepositional_phrase,0.754
agreement_subject_verb-across_relative_clause,0.828
agreement_subject_verb-in_question_with_aux,0.912
agreement_subject_verb-in_simple_question,0.8745
anaphor_agreement-pronoun_gender,0.968
argument_structure-dropped_argument,0.8995
argument_structure-swapped_arguments,0.9705
argument_structure-transitive,0.66
binding-principle_a,0.9605
case-subjective_pronoun,0.988
ellipsis-n_bar,0.6035
filler-gap-wh_question_object,0.9815
filler-gap-wh_question_subject,0.9405
irregular-verb,0.9465
island-effects-adjunct_island,0.656
island-effects-coordinate_structure_constraint,0.905
local_attractor-in_question_with_aux,0.824
npi_licensing-matrix_question,0.5115
npi_licensing-only_npi_licensor,0.806
quantifiers-existential_there,0.9815
quantifiers-superlative,0.8945
