,best
agreement_determiner_noun-across_1_adjective,0.7875
agreement_determiner_noun-between_neighbors,0.816
agreement_subject_verb-across_prepositional_phrase,0.857
agreement_subject_verb-across_relative_clause,0.858
agreement_subject_verb-in_question_with_aux,0.5225
agreement_subject_verb-in_simple_question,0.69
anaphor_agreement-pronoun_gender,0.953
argument_structure-dropped_argument,0.6175
argument_structure-swapped_arguments,0.983
argument_structure-transitive,0.5885
binding-principle_a,0.9515
case-subjective_pronoun,0.9945
ellipsis-n_bar,0.613
filler-gap-wh_question_object,0.9455
filler-gap-wh_question_subject,0.941
irregular-verb,0.94
island-effects-adjunct_island,0.364
island-effects-coordinate_structure_constraint,0.821
local_attractor-in_question_with_aux,0.5305
npi_licensing-matrix_question,0.358
npi_licensing-only_npi_licensor,0.7985
quantifiers-existential_there,0.9545
quantifiers-superlative,0.5565
