,best
agreement_determiner_noun-across_1_adjective,0.7905
agreement_determiner_noun-between_neighbors,0.838
agreement_subject_verb-across_prepositional_phrase,0.7865
agreement_subject_verb-across_relative_clause,0.637
agreement_subject_verb-in_question_with_aux,0.547
agreement_subject_verb-in_simple_question,0.5995
anaphor_agreement-pronoun_gender,0.7105
argument_structure-dropped_argument,0.4135
argument_structure-swapped_arguments,0.925
argument_structure-transitive,0.6045
binding-principle_a,0.9085
case-subjective_pronoun,0.9805
ellipsis-n_bar,0.5275
filler-gap-wh_question_object,0.938
filler-gap-wh_question_subject,0.98
irregular-verb,0.897
island-effects-adjunct_island,0.402
island-effects-coordinate_structure_constraint,0.7905
local_attractor-in_question_with_aux,0.4965
npi_licensing-matrix_question,0.174
npi_licensing-only_npi_licensor,0.897
quantifiers-existential_there,0.923
quantifiers-superlative,0.7855
