,best
agreement_determiner_noun-across_1_adjective,0.817
agreement_determiner_noun-between_neighbors,0.8305
agreement_subject_verb-across_prepositional_phrase,0.8405
agreement_subject_verb-across_relative_clause,0.8025
agreement_subject_verb-in_question_with_aux,0.4875
agreement_subject_verb-in_simple_question,0.619
anaphor_agreement-pronoun_gender,0.5645
argument_structure-dropped_argument,0.5145
argument_structure-swapped_arguments,0.923
argument_structure-transitive,0.543
binding-principle_a,0.8135
case-subjective_pronoun,0.9935
ellipsis-n_bar,0.6375
filler-gap-wh_question_object,0.9475
filler-gap-wh_question_subject,0.9875
irregular-verb,0.906
island-effects-adjunct_island,0.3185
island-effects-coordinate_structure_constraint,0.51
local_attractor-in_question_with_aux,0.559
npi_licensing-matrix_question,0.0725
npi_licensing-only_npi_licensor,0.7885
quantifiers-existential_there,0.965
quantifiers-superlative,0.5475
