,best
agreement_determiner_noun-across_1_adjective,0.933
agreement_determiner_noun-between_neighbors,0.913
agreement_subject_verb-across_prepositional_phrase,0.752
agreement_subject_verb-across_relative_clause,0.7905
agreement_subject_verb-in_question_with_aux,0.8645
agreement_subject_verb-in_simple_question,0.883
anaphor_agreement-pronoun_gender,0.949
argument_structure-dropped_argument,0.8965
argument_structure-swapped_arguments,0.9155
argument_structure-transitive,0.703
binding-principle_a,0.8985
case-subjective_pronoun,0.9565
ellipsis-n_bar,0.5365
filler-gap-wh_question_object,0.99
filler-gap-wh_question_subject,0.9055
irregular-verb,0.9455
island-effects-adjunct_island,0.648
island-effects-coordinate_structure_constraint,0.876
local_attractor-in_question_with_aux,0.77
npi_licensing-matrix_question,0.39
npi_licensing-only_npi_licensor,0.8185
quantifiers-existential_there,0.9945
quantifiers-superlative,0.8905
