,best
agreement_determiner_noun-across_1_adjective,0.9055
agreement_determiner_noun-between_neighbors,0.864
agreement_subject_verb-across_prepositional_phrase,0.6525
agreement_subject_verb-across_relative_clause,0.7025
agreement_subject_verb-in_question_with_aux,0.791
agreement_subject_verb-in_simple_question,0.7695
anaphor_agreement-pronoun_gender,0.9135
argument_structure-dropped_argument,0.876
argument_structure-swapped_arguments,0.9865
argument_structure-transitive,0.7255
binding-principle_a,0.899
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.735
filler-gap-wh_question_object,0.9595
filler-gap-wh_question_subject,0.9805
irregular-verb,0.835
island-effects-adjunct_island,0.591
island-effects-coordinate_structure_constraint,0.802
local_attractor-in_question_with_aux,0.8235
npi_licensing-matrix_question,0.4975
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.9535
quantifiers-superlative,0.723
