,best
agreement_determiner_noun-across_1_adjective,0.8995
agreement_determiner_noun-between_neighbors,0.9105
agreement_subject_verb-across_prepositional_phrase,0.655
agreement_subject_verb-across_relative_clause,0.6645
agreement_subject_verb-in_question_with_aux,0.76
agreement_subject_verb-in_simple_question,0.7855
anaphor_agreement-pronoun_gender,0.9405
argument_structure-dropped_argument,0.9005
argument_structure-swapped_arguments,0.985
argument_structure-transitive,0.6695
binding-principle_a,0.941
case-subjective_pronoun,0.948
ellipsis-n_bar,0.4675
filler-gap-wh_question_object,0.967
filler-gap-wh_question_subject,0.9665
irregular-verb,0.934
island-effects-adjunct_island,0.529
island-effects-coordinate_structure_constraint,0.6405
local_attractor-in_question_with_aux,0.932
npi_licensing-matrix_question,0.5235
npi_licensing-only_npi_licensor,0.9815
quantifiers-existential_there,0.9505
quantifiers-superlative,0.8005
