,best
agreement_determiner_noun-across_1_adjective,0.91
agreement_determiner_noun-between_neighbors,0.87
agreement_subject_verb-across_prepositional_phrase,0.697
agreement_subject_verb-across_relative_clause,0.696
agreement_subject_verb-in_question_with_aux,0.798
agreement_subject_verb-in_simple_question,0.811
anaphor_agreement-pronoun_gender,0.9545
argument_structure-dropped_argument,0.903
argument_structure-swapped_arguments,0.952
argument_structure-transitive,0.7075
binding-principle_a,0.8545
case-subjective_pronoun,0.9835
ellipsis-n_bar,0.606
filler-gap-wh_question_object,0.9435
filler-gap-wh_question_subject,0.9475
irregular-verb,0.895
island-effects-adjunct_island,0.7015
island-effects-coordinate_structure_constraint,0.839
local_attractor-in_question_with_aux,0.8135
npi_licensing-matrix_question,0.446
npi_licensing-only_npi_licensor,0.983
quantifiers-existential_there,0.968
quantifiers-superlative,0.8025
