,best
agreement_determiner_noun-across_1_adjective,0.8825
agreement_determiner_noun-between_neighbors,0.8885
agreement_subject_verb-across_prepositional_phrase,0.643
agreement_subject_verb-across_relative_clause,0.667
agreement_subject_verb-in_question_with_aux,0.787
agreement_subject_verb-in_simple_question,0.8135
anaphor_agreement-pronoun_gender,0.862
argument_structure-dropped_argument,0.7055
argument_structure-swapped_arguments,0.9745
argument_structure-transitive,0.71
binding-principle_a,0.8885
case-subjective_pronoun,0.9825
ellipsis-n_bar,0.519
filler-gap-wh_question_object,0.9415
filler-gap-wh_question_subject,0.976
irregular-verb,0.8505
island-effects-adjunct_island,0.7635
island-effects-coordinate_structure_constraint,0.7275
local_attractor-in_question_with_aux,0.8725
npi_licensing-matrix_question,0.6105
npi_licensing-only_npi_licensor,0.9955
quantifiers-existential_there,0.9665
quantifiers-superlative,0.86
