,best
agreement_determiner_noun-across_1_adjective,0.9275
agreement_determiner_noun-between_neighbors,0.9145
agreement_subject_verb-across_prepositional_phrase,0.751
agreement_subject_verb-across_relative_clause,0.6995
agreement_subject_verb-in_question_with_aux,0.839
agreement_subject_verb-in_simple_question,0.8875
anaphor_agreement-pronoun_gender,0.886
argument_structure-dropped_argument,0.89
argument_structure-swapped_arguments,0.9765
argument_structure-transitive,0.6735
binding-principle_a,0.929
case-subjective_pronoun,0.9825
ellipsis-n_bar,0.6075
filler-gap-wh_question_object,0.964
filler-gap-wh_question_subject,0.9845
irregular-verb,0.908
island-effects-adjunct_island,0.631
island-effects-coordinate_structure_constraint,0.7715
local_attractor-in_question_with_aux,0.905
npi_licensing-matrix_question,0.439
npi_licensing-only_npi_licensor,0.755
quantifiers-existential_there,0.977
quantifiers-superlative,0.8665
