,best
agreement_determiner_noun-across_1_adjective,0.8165
agreement_determiner_noun-between_neighbors,0.891
agreement_subject_verb-across_prepositional_phrase,0.7715
agreement_subject_verb-across_relative_clause,0.738
agreement_subject_verb-in_question_with_aux,0.5885
agreement_subject_verb-in_simple_question,0.697
anaphor_agreement-pronoun_gender,0.898
argument_structure-dropped_argument,0.536
argument_structure-swapped_arguments,0.94
argument_structure-transitive,0.516
binding-principle_a,0.903
case-subjective_pronoun,0.9885
ellipsis-n_bar,0.539
filler-gap-wh_question_object,0.908
filler-gap-wh_question_subject,0.9685
irregular-verb,0.904
island-effects-adjunct_island,0.442
island-effects-coordinate_structure_constraint,0.659
local_attractor-in_question_with_aux,0.4625
npi_licensing-matrix_question,0.376
npi_licensing-only_npi_licensor,0.784
quantifiers-existential_there,0.9595
quantifiers-superlative,0.7575
