,best
agreement_determiner_noun-across_1_adjective,0.945
agreement_determiner_noun-between_neighbors,0.955
agreement_subject_verb-across_prepositional_phrase,0.7175
agreement_subject_verb-across_relative_clause,0.699
agreement_subject_verb-in_question_with_aux,0.7725
agreement_subject_verb-in_simple_question,0.8195
anaphor_agreement-pronoun_gender,0.8695
argument_structure-dropped_argument,0.859
argument_structure-swapped_arguments,0.9745
argument_structure-transitive,0.668
binding-principle_a,0.91
case-subjective_pronoun,0.998
ellipsis-n_bar,0.6375
filler-gap-wh_question_object,0.969
filler-gap-wh_question_subject,0.988
irregular-verb,0.9385
island-effects-adjunct_island,0.684
island-effects-coordinate_structure_constraint,0.7095
local_attractor-in_question_with_aux,0.831
npi_licensing-matrix_question,0.3445
npi_licensing-only_npi_licensor,0.915
quantifiers-existential_there,0.994
quantifiers-superlative,0.9275
