,best
agreement_determiner_noun-across_1_adjective,0.746
agreement_determiner_noun-between_neighbors,0.7855
agreement_subject_verb-across_prepositional_phrase,0.8135
agreement_subject_verb-across_relative_clause,0.717
agreement_subject_verb-in_question_with_aux,0.4895
agreement_subject_verb-in_simple_question,0.5995
anaphor_agreement-pronoun_gender,0.541
argument_structure-dropped_argument,0.3505
argument_structure-swapped_arguments,0.9535
argument_structure-transitive,0.5715
binding-principle_a,0.9105
case-subjective_pronoun,0.995
ellipsis-n_bar,0.581
filler-gap-wh_question_object,0.894
filler-gap-wh_question_subject,0.9665
irregular-verb,0.8985
island-effects-adjunct_island,0.404
island-effects-coordinate_structure_constraint,0.654
local_attractor-in_question_with_aux,0.4895
npi_licensing-matrix_question,0.189
npi_licensing-only_npi_licensor,0.872
quantifiers-existential_there,0.9545
quantifiers-superlative,0.5205
