,best
agreement_determiner_noun-across_1_adjective,0.9135
agreement_determiner_noun-between_neighbors,0.9185
agreement_subject_verb-across_prepositional_phrase,0.6895
agreement_subject_verb-across_relative_clause,0.661
agreement_subject_verb-in_question_with_aux,0.7715
agreement_subject_verb-in_simple_question,0.8495
anaphor_agreement-pronoun_gender,0.9655
argument_structure-dropped_argument,0.871
argument_structure-swapped_arguments,0.983
argument_structure-transitive,0.6315
binding-principle_a,0.9465
case-subjective_pronoun,0.992
ellipsis-n_bar,0.552
filler-gap-wh_question_object,0.9675
filler-gap-wh_question_subject,0.967
irregular-verb,0.947
island-effects-adjunct_island,0.4345
island-effects-coordinate_structure_constraint,0.8245
local_attractor-in_question_with_aux,0.948
npi_licensing-matrix_question,0.4845
npi_licensing-only_npi_licensor,0.8035
quantifiers-existential_there,0.987
quantifiers-superlative,0.7635
