,best
wh_vs_that_with_gap,0.371
wh_questions_subject_gap,0.959
wh_vs_that_with_gap_long_distance,0.125
adjunct_island,0.778
anaphor_gender_agreement,0.779
anaphor_number_agreement,0.943
animate_subject_passive,0.738
animate_subject_trans,0.872
causative,0.685
complex_NP_island,0.559
coordinate_structure_constraint_complex_left_branch,0.657
coordinate_structure_constraint_object_extraction,0.657
determiner_noun_agreement_1,0.915
determiner_noun_agreement_2,0.936
determiner_noun_agreement_irregular_1,0.787
determiner_noun_agreement_irregular_2,0.832
determiner_noun_agreement_with_adj_2,0.868
determiner_noun_agreement_with_adj_irregular_1,0.806
determiner_noun_agreement_with_adj_irregular_2,0.787
determiner_noun_agreement_with_adjective_1,0.873
distractor_agreement_relational_noun,0.453
distractor_agreement_relative_clause,0.453
drop_argument,0.515
ellipsis_n_bar_1,0.647
ellipsis_n_bar_2,0.683
existential_there_object_raising,0.684
existential_there_quantifiers_1,0.976
existential_there_quantifiers_2,0.565
existential_there_subject_raising,0.774
expletive_it_object_raising,0.672
inchoative,0.628
intransitive,0.538
irregular_past_participle_adjectives,0.826
irregular_past_participle_verbs,0.758
irregular_plural_subject_verb_agreement_1,0.764
irregular_plural_subject_verb_agreement_2,0.842
left_branch_island_echo_question,0.648
left_branch_island_simple_question,0.753
matrix_question_npi_licensor_present,0.229
npi_present_1,0.477
npi_present_2,0.543
only_npi_licensor_present,0.697
only_npi_scope,0.553
passive_1,0.651
passive_2,0.623
principle_A_c_command,0.648
principle_A_case_1,1.0
principle_A_case_2,0.834
principle_A_domain_1,0.997
principle_A_domain_2,0.57
principle_A_domain_3,0.521
principle_A_reconstruction,0.366
regular_plural_subject_verb_agreement_1,0.786
regular_plural_subject_verb_agreement_2,0.82
sentential_negation_npi_licensor_present,0.985
sentential_negation_npi_scope,0.365
sentential_subject_island,0.41
superlative_quantifiers_1,0.804
superlative_quantifiers_2,0.884
tough_vs_raising_1,0.407
tough_vs_raising_2,0.805
transitive,0.711
wh_island,0.712
wh_questions_object_gap,0.806
wh_questions_subject_gap_long_distance,0.986
wh_vs_that_no_gap,0.965
wh_vs_that_no_gap_long_distance,0.98
