,best
wh_vs_that_with_gap,0.419
wh_questions_subject_gap,0.946
wh_vs_that_with_gap_long_distance,0.119
adjunct_island,0.725
anaphor_gender_agreement,0.759
anaphor_number_agreement,0.911
animate_subject_passive,0.737
animate_subject_trans,0.857
causative,0.705
complex_NP_island,0.413
coordinate_structure_constraint_complex_left_branch,0.542
coordinate_structure_constraint_object_extraction,0.644
determiner_noun_agreement_1,0.909
determiner_noun_agreement_2,0.925
determiner_noun_agreement_irregular_1,0.789
determiner_noun_agreement_irregular_2,0.902
determiner_noun_agreement_with_adj_2,0.849
determiner_noun_agreement_with_adj_irregular_1,0.791
determiner_noun_agreement_with_adj_irregular_2,0.815
determiner_noun_agreement_with_adjective_1,0.865
distractor_agreement_relational_noun,0.477
distractor_agreement_relative_clause,0.413
drop_argument,0.524
ellipsis_n_bar_1,0.638
ellipsis_n_bar_2,0.678
existential_there_object_raising,0.681
existential_there_quantifiers_1,0.993
existential_there_quantifiers_2,0.612
existential_there_subject_raising,0.775
expletive_it_object_raising,0.68
inchoative,0.642
intransitive,0.555
irregular_past_participle_adjectives,0.827
irregular_past_participle_verbs,0.823
irregular_plural_subject_verb_agreement_1,0.74
irregular_plural_subject_verb_agreement_2,0.739
left_branch_island_echo_question,0.676
left_branch_island_simple_question,0.678
matrix_question_npi_licensor_present,0.197
npi_present_1,0.245
npi_present_2,0.44
only_npi_licensor_present,0.849
only_npi_scope,0.559
passive_1,0.675
passive_2,0.681
principle_A_c_command,0.563
principle_A_case_1,1.0
principle_A_case_2,0.884
principle_A_domain_1,0.964
principle_A_domain_2,0.647
principle_A_domain_3,0.518
principle_A_reconstruction,0.357
regular_plural_subject_verb_agreement_1,0.794
regular_plural_subject_verb_agreement_2,0.72
sentential_negation_npi_licensor_present,0.979
sentential_negation_npi_scope,0.538
sentential_subject_island,0.464
superlative_quantifiers_1,0.658
superlative_quantifiers_2,0.884
tough_vs_raising_1,0.474
tough_vs_raising_2,0.741
transitive,0.728
wh_island,0.646
wh_questions_object_gap,0.768
wh_questions_subject_gap_long_distance,0.972
wh_vs_that_no_gap,0.96
wh_vs_that_no_gap_long_distance,0.978
