,best
wh_vs_that_with_gap,0.372
wh_questions_subject_gap,0.909
wh_vs_that_with_gap_long_distance,0.093
adjunct_island,0.751
anaphor_gender_agreement,0.736
anaphor_number_agreement,0.894
animate_subject_passive,0.73
animate_subject_trans,0.715
causative,0.699
complex_NP_island,0.437
coordinate_structure_constraint_complex_left_branch,0.509
coordinate_structure_constraint_object_extraction,0.6
determiner_noun_agreement_1,0.88
determiner_noun_agreement_2,0.915
determiner_noun_agreement_irregular_1,0.747
determiner_noun_agreement_irregular_2,0.85
determiner_noun_agreement_with_adj_2,0.843
determiner_noun_agreement_with_adj_irregular_1,0.799
determiner_noun_agreement_with_adj_irregular_2,0.792
determiner_noun_agreement_with_adjective_1,0.841
distractor_agreement_relational_noun,0.416
distractor_agreement_relative_clause,0.382
drop_argument,0.536
ellipsis_n_bar_1,0.658
ellipsis_n_bar_2,0.675
existential_there_object_raising,0.709
existential_there_quantifiers_1,0.957
existential_there_quantifiers_2,0.701
existential_there_subject_raising,0.719
expletive_it_object_raising,0.692
inchoative,0.648
intransitive,0.579
irregular_past_participle_adjectives,0.623
irregular_past_participle_verbs,0.802
irregular_plural_subject_verb_agreement_1,0.753
irregular_plural_subject_verb_agreement_2,0.774
left_branch_island_echo_question,0.465
left_branch_island_simple_question,0.717
matrix_question_npi_licensor_present,0.29
npi_present_1,0.189
npi_present_2,0.496
only_npi_licensor_present,0.779
only_npi_scope,0.635
passive_1,0.661
passive_2,0.651
principle_A_c_command,0.655
principle_A_case_1,0.998
principle_A_case_2,0.738
principle_A_domain_1,0.974
principle_A_domain_2,0.593
principle_A_domain_3,0.528
principle_A_reconstruction,0.411
regular_plural_subject_verb_agreement_1,0.757
regular_plural_subject_verb_agreement_2,0.778
sentential_negation_npi_licensor_present,0.991
sentential_negation_npi_scope,0.586
sentential_subject_island,0.347
superlative_quantifiers_1,0.719
superlative_quantifiers_2,0.906
tough_vs_raising_1,0.424
tough_vs_raising_2,0.721
transitive,0.706
wh_island,0.696
wh_questions_object_gap,0.659
wh_questions_subject_gap_long_distance,0.966
wh_vs_that_no_gap,0.953
wh_vs_that_no_gap_long_distance,0.98
