,best
wh_vs_that_with_gap,0.458
wh_questions_subject_gap,0.912
wh_vs_that_with_gap_long_distance,0.172
adjunct_island,0.86
anaphor_gender_agreement,0.833
anaphor_number_agreement,0.946
animate_subject_passive,0.603
animate_subject_trans,0.814
causative,0.702
complex_NP_island,0.481
coordinate_structure_constraint_complex_left_branch,0.301
coordinate_structure_constraint_object_extraction,0.743
determiner_noun_agreement_1,0.935
determiner_noun_agreement_2,0.919
determiner_noun_agreement_irregular_1,0.79
determiner_noun_agreement_irregular_2,0.9
determiner_noun_agreement_with_adj_2,0.852
determiner_noun_agreement_with_adj_irregular_1,0.794
determiner_noun_agreement_with_adj_irregular_2,0.85
determiner_noun_agreement_with_adjective_1,0.876
distractor_agreement_relational_noun,0.734
distractor_agreement_relative_clause,0.63
drop_argument,0.47
ellipsis_n_bar_1,0.64
ellipsis_n_bar_2,0.741
existential_there_object_raising,0.592
existential_there_quantifiers_1,0.962
existential_there_quantifiers_2,0.276
existential_there_subject_raising,0.791
expletive_it_object_raising,0.688
inchoative,0.671
intransitive,0.603
irregular_past_participle_adjectives,0.632
irregular_past_participle_verbs,0.824
irregular_plural_subject_verb_agreement_1,0.73
irregular_plural_subject_verb_agreement_2,0.776
left_branch_island_echo_question,0.296
left_branch_island_simple_question,0.287
matrix_question_npi_licensor_present,0.126
npi_present_1,0.483
npi_present_2,0.457
only_npi_licensor_present,0.927
only_npi_scope,0.771
passive_1,0.663
passive_2,0.595
principle_A_c_command,0.648
principle_A_case_1,1.0
principle_A_case_2,0.902
principle_A_domain_1,0.964
principle_A_domain_2,0.76
principle_A_domain_3,0.578
principle_A_reconstruction,0.437
regular_plural_subject_verb_agreement_1,0.744
regular_plural_subject_verb_agreement_2,0.789
sentential_negation_npi_licensor_present,0.873
sentential_negation_npi_scope,0.321
sentential_subject_island,0.54
superlative_quantifiers_1,0.556
superlative_quantifiers_2,0.505
tough_vs_raising_1,0.696
tough_vs_raising_2,0.599
transitive,0.684
wh_island,0.526
wh_questions_object_gap,0.771
wh_questions_subject_gap_long_distance,0.883
wh_vs_that_no_gap,0.967
wh_vs_that_no_gap_long_distance,0.964
