,best
wh_vs_that_with_gap,0.492
wh_questions_subject_gap,0.914
wh_vs_that_with_gap_long_distance,0.211
adjunct_island,0.777
anaphor_gender_agreement,0.755
anaphor_number_agreement,0.924
animate_subject_passive,0.591
animate_subject_trans,0.771
causative,0.696
complex_NP_island,0.521
coordinate_structure_constraint_complex_left_branch,0.362
coordinate_structure_constraint_object_extraction,0.769
determiner_noun_agreement_1,0.937
determiner_noun_agreement_2,0.948
determiner_noun_agreement_irregular_1,0.765
determiner_noun_agreement_irregular_2,0.904
determiner_noun_agreement_with_adj_2,0.848
determiner_noun_agreement_with_adj_irregular_1,0.745
determiner_noun_agreement_with_adj_irregular_2,0.845
determiner_noun_agreement_with_adjective_1,0.874
distractor_agreement_relational_noun,0.691
distractor_agreement_relative_clause,0.576
drop_argument,0.44
ellipsis_n_bar_1,0.635
ellipsis_n_bar_2,0.73
existential_there_object_raising,0.592
existential_there_quantifiers_1,0.974
existential_there_quantifiers_2,0.521
existential_there_subject_raising,0.797
expletive_it_object_raising,0.696
inchoative,0.682
intransitive,0.61
irregular_past_participle_adjectives,0.872
irregular_past_participle_verbs,0.821
irregular_plural_subject_verb_agreement_1,0.735
irregular_plural_subject_verb_agreement_2,0.78
left_branch_island_echo_question,0.361
left_branch_island_simple_question,0.353
matrix_question_npi_licensor_present,0.247
npi_present_1,0.541
npi_present_2,0.513
only_npi_licensor_present,0.788
only_npi_scope,0.566
passive_1,0.599
passive_2,0.606
principle_A_c_command,0.667
principle_A_case_1,1.0
principle_A_case_2,0.882
principle_A_domain_1,0.976
principle_A_domain_2,0.701
principle_A_domain_3,0.555
principle_A_reconstruction,0.406
regular_plural_subject_verb_agreement_1,0.755
regular_plural_subject_verb_agreement_2,0.769
sentential_negation_npi_licensor_present,0.87
sentential_negation_npi_scope,0.417
sentential_subject_island,0.547
superlative_quantifiers_1,0.575
superlative_quantifiers_2,0.558
tough_vs_raising_1,0.711
tough_vs_raising_2,0.621
transitive,0.663
wh_island,0.523
wh_questions_object_gap,0.774
wh_questions_subject_gap_long_distance,0.934
wh_vs_that_no_gap,0.972
wh_vs_that_no_gap_long_distance,0.97
