,best
wh_vs_that_with_gap,0.472
wh_questions_subject_gap,0.934
wh_vs_that_with_gap_long_distance,0.119
adjunct_island,0.715
anaphor_gender_agreement,0.776
anaphor_number_agreement,0.933
animate_subject_passive,0.725
animate_subject_trans,0.853
causative,0.721
complex_NP_island,0.455
coordinate_structure_constraint_complex_left_branch,0.577
coordinate_structure_constraint_object_extraction,0.657
determiner_noun_agreement_1,0.904
determiner_noun_agreement_2,0.959
determiner_noun_agreement_irregular_1,0.759
determiner_noun_agreement_irregular_2,0.868
determiner_noun_agreement_with_adj_2,0.898
determiner_noun_agreement_with_adj_irregular_1,0.812
determiner_noun_agreement_with_adj_irregular_2,0.818
determiner_noun_agreement_with_adjective_1,0.857
distractor_agreement_relational_noun,0.463
distractor_agreement_relative_clause,0.408
drop_argument,0.534
ellipsis_n_bar_1,0.641
ellipsis_n_bar_2,0.728
existential_there_object_raising,0.635
existential_there_quantifiers_1,0.981
existential_there_quantifiers_2,0.523
existential_there_subject_raising,0.784
expletive_it_object_raising,0.684
inchoative,0.645
intransitive,0.578
irregular_past_participle_adjectives,0.851
irregular_past_participle_verbs,0.833
irregular_plural_subject_verb_agreement_1,0.741
irregular_plural_subject_verb_agreement_2,0.759
left_branch_island_echo_question,0.705
left_branch_island_simple_question,0.711
matrix_question_npi_licensor_present,0.218
npi_present_1,0.505
npi_present_2,0.544
only_npi_licensor_present,0.878
only_npi_scope,0.601
passive_1,0.666
passive_2,0.614
principle_A_c_command,0.528
principle_A_case_1,1.0
principle_A_case_2,0.857
principle_A_domain_1,0.97
principle_A_domain_2,0.679
principle_A_domain_3,0.552
principle_A_reconstruction,0.275
regular_plural_subject_verb_agreement_1,0.798
regular_plural_subject_verb_agreement_2,0.769
sentential_negation_npi_licensor_present,0.994
sentential_negation_npi_scope,0.502
sentential_subject_island,0.471
superlative_quantifiers_1,0.848
superlative_quantifiers_2,0.902
tough_vs_raising_1,0.465
tough_vs_raising_2,0.768
transitive,0.719
wh_island,0.572
wh_questions_object_gap,0.798
wh_questions_subject_gap_long_distance,0.952
wh_vs_that_no_gap,0.954
wh_vs_that_no_gap_long_distance,0.975
