,best
wh_vs_that_with_gap,0.451
wh_questions_subject_gap,0.936
wh_vs_that_with_gap_long_distance,0.124
adjunct_island,0.759
anaphor_gender_agreement,0.825
anaphor_number_agreement,0.926
animate_subject_passive,0.728
animate_subject_trans,0.84
causative,0.742
complex_NP_island,0.463
coordinate_structure_constraint_complex_left_branch,0.618
coordinate_structure_constraint_object_extraction,0.731
determiner_noun_agreement_1,0.921
determiner_noun_agreement_2,0.963
determiner_noun_agreement_irregular_1,0.783
determiner_noun_agreement_irregular_2,0.875
determiner_noun_agreement_with_adj_2,0.899
determiner_noun_agreement_with_adj_irregular_1,0.823
determiner_noun_agreement_with_adj_irregular_2,0.819
determiner_noun_agreement_with_adjective_1,0.868
distractor_agreement_relational_noun,0.565
distractor_agreement_relative_clause,0.55
drop_argument,0.537
ellipsis_n_bar_1,0.634
ellipsis_n_bar_2,0.713
existential_there_object_raising,0.606
existential_there_quantifiers_1,0.992
existential_there_quantifiers_2,0.224
existential_there_subject_raising,0.774
expletive_it_object_raising,0.707
inchoative,0.692
intransitive,0.582
irregular_past_participle_adjectives,0.753
irregular_past_participle_verbs,0.786
irregular_plural_subject_verb_agreement_1,0.732
irregular_plural_subject_verb_agreement_2,0.85
left_branch_island_echo_question,0.61
left_branch_island_simple_question,0.71
matrix_question_npi_licensor_present,0.26
npi_present_1,0.295
npi_present_2,0.498
only_npi_licensor_present,0.827
only_npi_scope,0.458
passive_1,0.66
passive_2,0.634
principle_A_c_command,0.669
principle_A_case_1,1.0
principle_A_case_2,0.844
principle_A_domain_1,0.988
principle_A_domain_2,0.613
principle_A_domain_3,0.515
principle_A_reconstruction,0.329
regular_plural_subject_verb_agreement_1,0.783
regular_plural_subject_verb_agreement_2,0.805
sentential_negation_npi_licensor_present,0.988
sentential_negation_npi_scope,0.541
sentential_subject_island,0.367
superlative_quantifiers_1,0.781
superlative_quantifiers_2,0.894
tough_vs_raising_1,0.448
tough_vs_raising_2,0.834
transitive,0.716
wh_island,0.713
wh_questions_object_gap,0.765
wh_questions_subject_gap_long_distance,0.964
wh_vs_that_no_gap,0.969
wh_vs_that_no_gap_long_distance,0.98
