,best
wh_vs_that_with_gap,0.411
wh_questions_subject_gap,0.916
wh_vs_that_with_gap_long_distance,0.146
adjunct_island,0.692
anaphor_gender_agreement,0.694
anaphor_number_agreement,0.904
animate_subject_passive,0.725
animate_subject_trans,0.715
causative,0.694
complex_NP_island,0.447
coordinate_structure_constraint_complex_left_branch,0.507
coordinate_structure_constraint_object_extraction,0.476
determiner_noun_agreement_1,0.874
determiner_noun_agreement_2,0.898
determiner_noun_agreement_irregular_1,0.76
determiner_noun_agreement_irregular_2,0.837
determiner_noun_agreement_with_adj_2,0.858
determiner_noun_agreement_with_adj_irregular_1,0.806
determiner_noun_agreement_with_adj_irregular_2,0.804
determiner_noun_agreement_with_adjective_1,0.851
distractor_agreement_relational_noun,0.379
distractor_agreement_relative_clause,0.348
drop_argument,0.518
ellipsis_n_bar_1,0.593
ellipsis_n_bar_2,0.674
existential_there_object_raising,0.708
existential_there_quantifiers_1,0.971
existential_there_quantifiers_2,0.655
existential_there_subject_raising,0.736
expletive_it_object_raising,0.698
inchoative,0.635
intransitive,0.576
irregular_past_participle_adjectives,0.74
irregular_past_participle_verbs,0.835
irregular_plural_subject_verb_agreement_1,0.743
irregular_plural_subject_verb_agreement_2,0.785
left_branch_island_echo_question,0.48
left_branch_island_simple_question,0.704
matrix_question_npi_licensor_present,0.326
npi_present_1,0.398
npi_present_2,0.48
only_npi_licensor_present,0.799
only_npi_scope,0.559
passive_1,0.652
passive_2,0.654
principle_A_c_command,0.59
principle_A_case_1,1.0
principle_A_case_2,0.735
principle_A_domain_1,0.974
principle_A_domain_2,0.608
principle_A_domain_3,0.518
principle_A_reconstruction,0.403
regular_plural_subject_verb_agreement_1,0.768
regular_plural_subject_verb_agreement_2,0.812
sentential_negation_npi_licensor_present,0.993
sentential_negation_npi_scope,0.528
sentential_subject_island,0.408
superlative_quantifiers_1,0.685
superlative_quantifiers_2,0.777
tough_vs_raising_1,0.397
tough_vs_raising_2,0.773
transitive,0.708
wh_island,0.654
wh_questions_object_gap,0.66
wh_questions_subject_gap_long_distance,0.956
wh_vs_that_no_gap,0.936
wh_vs_that_no_gap_long_distance,0.963
