,best
wh_vs_that_with_gap,0.467
wh_questions_subject_gap,0.918
wh_vs_that_with_gap_long_distance,0.122
adjunct_island,0.762
anaphor_gender_agreement,0.852
anaphor_number_agreement,0.915
animate_subject_passive,0.742
animate_subject_trans,0.853
causative,0.712
complex_NP_island,0.483
coordinate_structure_constraint_complex_left_branch,0.676
coordinate_structure_constraint_object_extraction,0.724
determiner_noun_agreement_1,0.924
determiner_noun_agreement_2,0.963
determiner_noun_agreement_irregular_1,0.755
determiner_noun_agreement_irregular_2,0.903
determiner_noun_agreement_with_adj_2,0.886
determiner_noun_agreement_with_adj_irregular_1,0.801
determiner_noun_agreement_with_adj_irregular_2,0.804
determiner_noun_agreement_with_adjective_1,0.882
distractor_agreement_relational_noun,0.543
distractor_agreement_relative_clause,0.559
drop_argument,0.539
ellipsis_n_bar_1,0.644
ellipsis_n_bar_2,0.731
existential_there_object_raising,0.575
existential_there_quantifiers_1,0.994
existential_there_quantifiers_2,0.441
existential_there_subject_raising,0.777
expletive_it_object_raising,0.633
inchoative,0.699
intransitive,0.604
irregular_past_participle_adjectives,0.733
irregular_past_participle_verbs,0.828
irregular_plural_subject_verb_agreement_1,0.734
irregular_plural_subject_verb_agreement_2,0.793
left_branch_island_echo_question,0.603
left_branch_island_simple_question,0.78
matrix_question_npi_licensor_present,0.206
npi_present_1,0.416
npi_present_2,0.492
only_npi_licensor_present,0.918
only_npi_scope,0.478
passive_1,0.675
passive_2,0.635
principle_A_c_command,0.668
principle_A_case_1,1.0
principle_A_case_2,0.899
principle_A_domain_1,0.961
principle_A_domain_2,0.665
principle_A_domain_3,0.521
principle_A_reconstruction,0.463
regular_plural_subject_verb_agreement_1,0.766
regular_plural_subject_verb_agreement_2,0.713
sentential_negation_npi_licensor_present,0.962
sentential_negation_npi_scope,0.395
sentential_subject_island,0.327
superlative_quantifiers_1,0.79
superlative_quantifiers_2,0.902
tough_vs_raising_1,0.523
tough_vs_raising_2,0.827
transitive,0.717
wh_island,0.688
wh_questions_object_gap,0.773
wh_questions_subject_gap_long_distance,0.944
wh_vs_that_no_gap,0.958
wh_vs_that_no_gap_long_distance,0.972
