,best
wh_vs_that_with_gap,0.166
wh_questions_subject_gap,0.881
wh_vs_that_with_gap_long_distance,0.064
adjunct_island,0.627
anaphor_gender_agreement,0.456
anaphor_number_agreement,0.812
animate_subject_passive,0.632
animate_subject_trans,0.678
causative,0.628
complex_NP_island,0.407
coordinate_structure_constraint_complex_left_branch,0.319
coordinate_structure_constraint_object_extraction,0.588
determiner_noun_agreement_1,0.881
determiner_noun_agreement_2,0.834
determiner_noun_agreement_irregular_1,0.749
determiner_noun_agreement_irregular_2,0.82
determiner_noun_agreement_with_adj_2,0.748
determiner_noun_agreement_with_adj_irregular_1,0.689
determiner_noun_agreement_with_adj_irregular_2,0.749
determiner_noun_agreement_with_adjective_1,0.783
distractor_agreement_relational_noun,0.661
distractor_agreement_relative_clause,0.543
drop_argument,0.437
ellipsis_n_bar_1,0.435
ellipsis_n_bar_2,0.616
existential_there_object_raising,0.622
existential_there_quantifiers_1,0.953
existential_there_quantifiers_2,0.163
existential_there_subject_raising,0.693
expletive_it_object_raising,0.61
inchoative,0.591
intransitive,0.49
irregular_past_participle_adjectives,0.7
irregular_past_participle_verbs,0.893
irregular_plural_subject_verb_agreement_1,0.671
irregular_plural_subject_verb_agreement_2,0.724
left_branch_island_echo_question,0.538
left_branch_island_simple_question,0.246
matrix_question_npi_licensor_present,0.043
npi_present_1,0.437
npi_present_2,0.471
only_npi_licensor_present,0.486
only_npi_scope,0.759
passive_1,0.64
passive_2,0.614
principle_A_c_command,0.756
principle_A_case_1,0.999
principle_A_case_2,0.784
principle_A_domain_1,0.944
principle_A_domain_2,0.639
principle_A_domain_3,0.459
principle_A_reconstruction,0.486
regular_plural_subject_verb_agreement_1,0.742
regular_plural_subject_verb_agreement_2,0.719
sentential_negation_npi_licensor_present,0.974
sentential_negation_npi_scope,0.293
sentential_subject_island,0.398
superlative_quantifiers_1,0.446
superlative_quantifiers_2,0.674
tough_vs_raising_1,0.5
tough_vs_raising_2,0.52
transitive,0.676
wh_island,0.513
wh_questions_object_gap,0.631
wh_questions_subject_gap_long_distance,0.912
wh_vs_that_no_gap,0.969
wh_vs_that_no_gap_long_distance,0.97
