,best
wh_vs_that_with_gap,0.431
wh_questions_subject_gap,0.931
wh_vs_that_with_gap_long_distance,0.142
adjunct_island,0.705
anaphor_gender_agreement,0.67
anaphor_number_agreement,0.894
animate_subject_passive,0.691
animate_subject_trans,0.776
causative,0.688
complex_NP_island,0.46
coordinate_structure_constraint_complex_left_branch,0.699
coordinate_structure_constraint_object_extraction,0.622
determiner_noun_agreement_1,0.877
determiner_noun_agreement_2,0.899
determiner_noun_agreement_irregular_1,0.75
determiner_noun_agreement_irregular_2,0.856
determiner_noun_agreement_with_adj_2,0.863
determiner_noun_agreement_with_adj_irregular_1,0.831
determiner_noun_agreement_with_adj_irregular_2,0.819
determiner_noun_agreement_with_adjective_1,0.871
distractor_agreement_relational_noun,0.393
distractor_agreement_relative_clause,0.309
drop_argument,0.53
ellipsis_n_bar_1,0.662
ellipsis_n_bar_2,0.74
existential_there_object_raising,0.653
existential_there_quantifiers_1,0.959
existential_there_quantifiers_2,0.603
existential_there_subject_raising,0.738
expletive_it_object_raising,0.648
inchoative,0.645
intransitive,0.572
irregular_past_participle_adjectives,0.846
irregular_past_participle_verbs,0.78
irregular_plural_subject_verb_agreement_1,0.738
irregular_plural_subject_verb_agreement_2,0.759
left_branch_island_echo_question,0.557
left_branch_island_simple_question,0.818
matrix_question_npi_licensor_present,0.272
npi_present_1,0.191
npi_present_2,0.418
only_npi_licensor_present,0.816
only_npi_scope,0.649
passive_1,0.643
passive_2,0.647
principle_A_c_command,0.612
principle_A_case_1,0.999
principle_A_case_2,0.721
principle_A_domain_1,0.969
principle_A_domain_2,0.589
principle_A_domain_3,0.486
principle_A_reconstruction,0.311
regular_plural_subject_verb_agreement_1,0.779
regular_plural_subject_verb_agreement_2,0.772
sentential_negation_npi_licensor_present,0.994
sentential_negation_npi_scope,0.492
sentential_subject_island,0.455
superlative_quantifiers_1,0.818
superlative_quantifiers_2,0.77
tough_vs_raising_1,0.426
tough_vs_raising_2,0.705
transitive,0.692
wh_island,0.769
wh_questions_object_gap,0.697
wh_questions_subject_gap_long_distance,0.973
wh_vs_that_no_gap,0.937
wh_vs_that_no_gap_long_distance,0.978
