,best
agreement_determiner_noun-across_1_adjective,0.524
agreement_determiner_noun-between_neighbors,0.562
agreement_subject_verb-across_prepositional_phrase,0.5215
agreement_subject_verb-across_relative_clause,0.5215
agreement_subject_verb-in_question_with_aux,0.504
agreement_subject_verb-in_simple_question,0.5055
anaphor_agreement-pronoun_gender,0.5185
argument_structure-dropped_argument,0.8125
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.692
binding-principle_a,0.3925
case-subjective_pronoun,1.0
ellipsis-n_bar,0.177
filler-gap-wh_question_object,0.585
filler-gap-wh_question_subject,1.0
irregular-verb,0.715
island-effects-adjunct_island,0.6535
island-effects-coordinate_structure_constraint,0.525
local_attractor-in_question_with_aux,0.758
npi_licensing-matrix_question,0.5955
npi_licensing-only_npi_licensor,0.6435
quantifiers-existential_there,0.7585
quantifiers-superlative,0.4935
