,best
agreement_determiner_noun-across_1_adjective,0.5225
agreement_determiner_noun-between_neighbors,0.583
agreement_subject_verb-across_prepositional_phrase,0.536
agreement_subject_verb-across_relative_clause,0.511
agreement_subject_verb-in_question_with_aux,0.5085
agreement_subject_verb-in_simple_question,0.502
anaphor_agreement-pronoun_gender,0.5295
argument_structure-dropped_argument,0.845
argument_structure-swapped_arguments,0.946
argument_structure-transitive,0.672
binding-principle_a,0.2965
case-subjective_pronoun,0.995
ellipsis-n_bar,0.2325
filler-gap-wh_question_object,0.6675
filler-gap-wh_question_subject,0.9895
irregular-verb,0.627
island-effects-adjunct_island,0.7635
island-effects-coordinate_structure_constraint,0.456
local_attractor-in_question_with_aux,0.518
npi_licensing-matrix_question,0.7065
npi_licensing-only_npi_licensor,0.9705
quantifiers-existential_there,0.696
quantifiers-superlative,0.2365
