,best
agreement_determiner_noun-across_1_adjective,0.5205
agreement_determiner_noun-between_neighbors,0.5715
agreement_subject_verb-across_prepositional_phrase,0.51
agreement_subject_verb-across_relative_clause,0.5205
agreement_subject_verb-in_question_with_aux,0.5035
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.521
argument_structure-dropped_argument,0.7905
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6905
binding-principle_a,0.381
case-subjective_pronoun,1.0
ellipsis-n_bar,0.158
filler-gap-wh_question_object,0.5075
filler-gap-wh_question_subject,1.0
irregular-verb,0.714
island-effects-adjunct_island,0.611
island-effects-coordinate_structure_constraint,0.3445
local_attractor-in_question_with_aux,0.713
npi_licensing-matrix_question,0.5645
npi_licensing-only_npi_licensor,0.7245
quantifiers-existential_there,0.762
quantifiers-superlative,0.488
