,best
agreement_determiner_noun-across_1_adjective,0.52
agreement_determiner_noun-between_neighbors,0.572
agreement_subject_verb-across_prepositional_phrase,0.5135
agreement_subject_verb-across_relative_clause,0.5195
agreement_subject_verb-in_question_with_aux,0.5
agreement_subject_verb-in_simple_question,0.5065
anaphor_agreement-pronoun_gender,0.5195
argument_structure-dropped_argument,0.787
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6885
binding-principle_a,0.377
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1635
filler-gap-wh_question_object,0.476
filler-gap-wh_question_subject,1.0
irregular-verb,0.7135
island-effects-adjunct_island,0.6095
island-effects-coordinate_structure_constraint,0.3485
local_attractor-in_question_with_aux,0.719
npi_licensing-matrix_question,0.579
npi_licensing-only_npi_licensor,0.7245
quantifiers-existential_there,0.7635
quantifiers-superlative,0.479
