,best
adjunct_island,0.483
adv_order,0.687
anaphor_gender_agreement,0.504
anaphor_number_agreement,0.539
center_embedding_double_1,0.689
center_embedding_double_2,0.69
center_embedding_single_1,0.722
center_embedding_single_2,0.68
complex_np_island,0.461
coordinate_structure_constrain_object_extraction,0.811
determiner_noun_agreement_1,0.664
determiner_noun_agreement_2,0.678
determiner_noun_agreement_adj_1,0.502
determiner_noun_agreement_adj_2,0.571
ellipsis,0.423
green_ideas,0.472
intransitive,0.455
left_branch_island_simple_question,0.396
matrix_question_npi_licensor_present,0.054
npi_present,0.623
only_npi_licensor_present,0.42
only_npi_scope,0.501
pp_order,0.545
principle_A_c_command,0.539
principle_A_domain_1,0.863
principle_A_domain_2,0.496
principle_A_domain_3,0.498
recursion_intensifier_adj_long,0.992
recursion_intensifier_adj_medium,0.99
recursion_intensifier_adj_short,0.981
recursion_intensifier_adv_long,0.022
recursion_intensifier_adv_medium,0.01
recursion_intensifier_adv_short,0.01
recursion_poss_ditransitive_long,0.454
recursion_poss_ditransitive_medium,0.421
recursion_poss_ditransitive_short,0.47
recursion_poss_transitive_long,0.66
recursion_poss_transitive_medium,0.691
recursion_poss_transitive_short,0.646
recursion_pp_is_long,0.287
recursion_pp_is_medium,0.213
recursion_pp_is_short,0.328
recursion_pp_verb_long,0.48
recursion_pp_verb_medium,0.476
recursion_pp_verb_short,0.633
sentential_negation_npi_licensor_present,0.156
sentential_negation_npi_scope,0.47
subj_aux_agreement_question_vary_aux,0.535
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.837
subj_aux_vary_verb,0.782
subj_aux_vary_verb_pp,0.201
subj_aux_vary_verb_rc,0.362
subj_verb_vary_verb,0.539
svo_vos,0.497
swapped_ditransitive_1,0.272
swapped_ditransitive_2,0.62
transitive,0.557
wh_island,0.737
wh_questions_object_gap,0.698
wh_questions_object_gap_long_distance,0.695
wh_questions_subject_gap,0.885
wh_questions_subject_gap_long_distance,0.862
wh_vs_that_no_gap,0.985
wh_vs_that_no_gap_long_distance,0.984
wh_vs_that_with_gap,0.097
wh_vs_that_with_gap_long_distance,0.091
