,best
adjunct_island,0.436
adv_order,0.321
anaphor_gender_agreement,0.497
anaphor_number_agreement,0.534
center_embedding_double_1,0.518
center_embedding_double_2,0.706
center_embedding_single_1,0.482
center_embedding_single_2,0.714
complex_np_island,0.437
coordinate_structure_constrain_object_extraction,0.729
determiner_noun_agreement_1,0.497
determiner_noun_agreement_2,0.497
determiner_noun_agreement_adj_1,0.51
determiner_noun_agreement_adj_2,0.5
ellipsis,0.53
green_ideas,0.485
intransitive,0.468
left_branch_island_simple_question,0.448
matrix_question_npi_licensor_present,0.312
npi_present,0.691
only_npi_licensor_present,1.0
only_npi_scope,0.286
pp_order,0.612
principle_A_c_command,0.524
principle_A_domain_1,0.686
principle_A_domain_2,0.473
principle_A_domain_3,0.498
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.519
recursion_poss_ditransitive_medium,0.513
recursion_poss_ditransitive_short,0.492
recursion_poss_transitive_long,0.727
recursion_poss_transitive_medium,0.716
recursion_poss_transitive_short,0.727
recursion_pp_is_long,0.103
recursion_pp_is_medium,0.087
recursion_pp_is_short,0.207
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.927
sentential_negation_npi_scope,0.239
subj_aux_agreement_question_vary_aux,0.43
subj_aux_agreement_question_vary_subj,0.509
subj_aux_vary_subj,0.533
subj_aux_vary_verb,0.541
subj_aux_vary_verb_pp,0.483
subj_aux_vary_verb_rc,0.501
subj_verb_vary_verb,0.45
svo_vos,0.371
swapped_ditransitive_1,0.34
swapped_ditransitive_2,0.225
transitive,0.581
wh_island,0.215
wh_questions_object_gap,0.722
wh_questions_object_gap_long_distance,0.685
wh_questions_subject_gap,0.673
wh_questions_subject_gap_long_distance,0.612
wh_vs_that_no_gap,0.9
wh_vs_that_no_gap_long_distance,0.898
wh_vs_that_with_gap,0.18
wh_vs_that_with_gap_long_distance,0.146
