,best
adjunct_island,0.786
adv_order,0.804
anaphor_gender_agreement,0.512
anaphor_number_agreement,0.508
center_embedding_double_1,0.374
center_embedding_double_2,0.9
center_embedding_single_1,0.377
center_embedding_single_2,0.941
complex_np_island,0.549
coordinate_structure_constrain_object_extraction,0.519
determiner_noun_agreement_1,0.962
determiner_noun_agreement_2,0.933
determiner_noun_agreement_adj_1,0.538
determiner_noun_agreement_adj_2,0.605
ellipsis,0.313
green_ideas,0.518
intransitive,0.694
left_branch_island_simple_question,0.274
matrix_question_npi_licensor_present,0.125
npi_present,0.458
only_npi_licensor_present,0.422
only_npi_scope,0.742
pp_order,0.654
principle_A_c_command,0.519
principle_A_domain_1,1.0
principle_A_domain_2,0.539
principle_A_domain_3,0.484
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.643
recursion_poss_ditransitive_medium,0.632
recursion_poss_ditransitive_short,0.65
recursion_poss_transitive_long,0.907
recursion_poss_transitive_medium,0.936
recursion_poss_transitive_short,0.926
recursion_pp_is_long,0.447
recursion_pp_is_medium,0.404
recursion_pp_is_short,0.511
recursion_pp_verb_long,0.914
recursion_pp_verb_medium,0.938
recursion_pp_verb_short,0.934
sentential_negation_npi_licensor_present,0.958
sentential_negation_npi_scope,0.483
subj_aux_agreement_question_vary_aux,0.59
subj_aux_agreement_question_vary_subj,0.519
subj_aux_vary_subj,0.96
subj_aux_vary_verb,0.85
subj_aux_vary_verb_pp,0.158
subj_aux_vary_verb_rc,0.357
subj_verb_vary_verb,0.541
svo_vos,0.721
swapped_ditransitive_1,0.677
swapped_ditransitive_2,0.74
transitive,0.886
wh_island,0.762
wh_questions_object_gap,0.204
wh_questions_object_gap_long_distance,0.196
wh_questions_subject_gap,0.796
wh_questions_subject_gap_long_distance,0.757
wh_vs_that_no_gap,0.953
wh_vs_that_no_gap_long_distance,0.956
wh_vs_that_with_gap,0.172
wh_vs_that_with_gap_long_distance,0.172
