,best
adjunct_island,0.801
adv_order,0.768
anaphor_gender_agreement,0.485
anaphor_number_agreement,0.526
center_embedding_double_1,0.378
center_embedding_double_2,0.911
center_embedding_single_1,0.324
center_embedding_single_2,0.96
complex_np_island,0.527
coordinate_structure_constrain_object_extraction,0.507
determiner_noun_agreement_1,0.929
determiner_noun_agreement_2,0.911
determiner_noun_agreement_adj_1,0.512
determiner_noun_agreement_adj_2,0.598
ellipsis,0.282
green_ideas,0.485
intransitive,0.725
left_branch_island_simple_question,0.306
matrix_question_npi_licensor_present,0.131
npi_present,0.387
only_npi_licensor_present,0.707
only_npi_scope,0.826
pp_order,0.694
principle_A_c_command,0.51
principle_A_domain_1,0.995
principle_A_domain_2,0.556
principle_A_domain_3,0.485
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.664
recursion_poss_ditransitive_medium,0.652
recursion_poss_ditransitive_short,0.664
recursion_poss_transitive_long,0.877
recursion_poss_transitive_medium,0.908
recursion_poss_transitive_short,0.897
recursion_pp_is_long,0.459
recursion_pp_is_medium,0.413
recursion_pp_is_short,0.514
recursion_pp_verb_long,0.965
recursion_pp_verb_medium,0.971
recursion_pp_verb_short,0.964
sentential_negation_npi_licensor_present,0.793
sentential_negation_npi_scope,0.555
subj_aux_agreement_question_vary_aux,0.705
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.924
subj_aux_vary_verb,0.69
subj_aux_vary_verb_pp,0.269
subj_aux_vary_verb_rc,0.415
subj_verb_vary_verb,0.507
svo_vos,0.614
swapped_ditransitive_1,0.701
swapped_ditransitive_2,0.694
transitive,0.877
wh_island,0.765
wh_questions_object_gap,0.199
wh_questions_object_gap_long_distance,0.197
wh_questions_subject_gap,0.826
wh_questions_subject_gap_long_distance,0.796
wh_vs_that_no_gap,0.964
wh_vs_that_no_gap_long_distance,0.964
wh_vs_that_with_gap,0.158
wh_vs_that_with_gap_long_distance,0.146
