,best
adjunct_island,0.794
adv_order,0.801
anaphor_gender_agreement,0.488
anaphor_number_agreement,0.53
center_embedding_double_1,0.374
center_embedding_double_2,0.918
center_embedding_single_1,0.35
center_embedding_single_2,0.961
complex_np_island,0.534
coordinate_structure_constrain_object_extraction,0.502
determiner_noun_agreement_1,0.948
determiner_noun_agreement_2,0.917
determiner_noun_agreement_adj_1,0.512
determiner_noun_agreement_adj_2,0.597
ellipsis,0.289
green_ideas,0.479
intransitive,0.72
left_branch_island_simple_question,0.266
matrix_question_npi_licensor_present,0.132
npi_present,0.417
only_npi_licensor_present,0.42
only_npi_scope,0.802
pp_order,0.684
principle_A_c_command,0.53
principle_A_domain_1,0.995
principle_A_domain_2,0.559
principle_A_domain_3,0.49
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.678
recursion_poss_ditransitive_medium,0.677
recursion_poss_ditransitive_short,0.671
recursion_poss_transitive_long,0.893
recursion_poss_transitive_medium,0.929
recursion_poss_transitive_short,0.906
recursion_pp_is_long,0.431
recursion_pp_is_medium,0.384
recursion_pp_is_short,0.507
recursion_pp_verb_long,0.938
recursion_pp_verb_medium,0.958
recursion_pp_verb_short,0.954
sentential_negation_npi_licensor_present,0.663
sentential_negation_npi_scope,0.566
subj_aux_agreement_question_vary_aux,0.619
subj_aux_agreement_question_vary_subj,0.523
subj_aux_vary_subj,0.927
subj_aux_vary_verb,0.741
subj_aux_vary_verb_pp,0.221
subj_aux_vary_verb_rc,0.402
subj_verb_vary_verb,0.522
svo_vos,0.621
swapped_ditransitive_1,0.696
swapped_ditransitive_2,0.702
transitive,0.889
wh_island,0.724
wh_questions_object_gap,0.192
wh_questions_object_gap_long_distance,0.2
wh_questions_subject_gap,0.814
wh_questions_subject_gap_long_distance,0.796
wh_vs_that_no_gap,0.962
wh_vs_that_no_gap_long_distance,0.961
wh_vs_that_with_gap,0.187
wh_vs_that_with_gap_long_distance,0.173
