,best
wh_vs_that_with_gap,0.058
wh_questions_subject_gap,0.89
wh_vs_that_with_gap_long_distance,0.064
adjunct_island,0.472
anaphor_gender_agreement,0.239
anaphor_number_agreement,0.405
animate_subject_passive,0.426
animate_subject_trans,0.725
causative,0.524
complex_NP_island,0.471
coordinate_structure_constraint_complex_left_branch,0.158
coordinate_structure_constraint_object_extraction,0.513
determiner_noun_agreement_1,0.562
determiner_noun_agreement_2,0.567
determiner_noun_agreement_irregular_1,0.573
determiner_noun_agreement_irregular_2,0.631
determiner_noun_agreement_with_adj_2,0.478
determiner_noun_agreement_with_adj_irregular_1,0.462
determiner_noun_agreement_with_adj_irregular_2,0.533
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.438
distractor_agreement_relative_clause,0.444
drop_argument,0.383
ellipsis_n_bar_1,0.213
ellipsis_n_bar_2,0.627
existential_there_object_raising,0.551
existential_there_quantifiers_1,0.845
existential_there_quantifiers_2,0.429
existential_there_subject_raising,0.597
expletive_it_object_raising,0.682
inchoative,0.573
intransitive,0.523
irregular_past_participle_adjectives,0.329
irregular_past_participle_verbs,0.753
irregular_plural_subject_verb_agreement_1,0.562
irregular_plural_subject_verb_agreement_2,0.567
left_branch_island_echo_question,0.631
left_branch_island_simple_question,0.41
matrix_question_npi_licensor_present,0.023
npi_present_1,0.379
npi_present_2,0.385
only_npi_licensor_present,0.944
only_npi_scope,0.636
passive_1,0.607
passive_2,0.552
principle_A_c_command,0.547
principle_A_case_1,0.998
principle_A_case_2,0.419
principle_A_domain_1,0.969
principle_A_domain_2,0.591
principle_A_domain_3,0.459
principle_A_reconstruction,0.256
regular_plural_subject_verb_agreement_1,0.563
regular_plural_subject_verb_agreement_2,0.58
sentential_negation_npi_licensor_present,0.755
sentential_negation_npi_scope,0.15
sentential_subject_island,0.457
superlative_quantifiers_1,0.51
superlative_quantifiers_2,0.406
tough_vs_raising_1,0.458
tough_vs_raising_2,0.522
transitive,0.567
wh_island,0.385
wh_questions_object_gap,0.615
wh_questions_subject_gap_long_distance,0.868
wh_vs_that_no_gap,0.94
wh_vs_that_no_gap_long_distance,0.945
