,best
wh_vs_that_with_gap,0.055
wh_questions_subject_gap,0.888
wh_vs_that_with_gap_long_distance,0.06
adjunct_island,0.438
anaphor_gender_agreement,0.323
anaphor_number_agreement,0.437
animate_subject_passive,0.453
animate_subject_trans,0.787
causative,0.507
complex_NP_island,0.507
coordinate_structure_constraint_complex_left_branch,0.18
coordinate_structure_constraint_object_extraction,0.529
determiner_noun_agreement_1,0.625
determiner_noun_agreement_2,0.66
determiner_noun_agreement_irregular_1,0.663
determiner_noun_agreement_irregular_2,0.697
determiner_noun_agreement_with_adj_2,0.475
determiner_noun_agreement_with_adj_irregular_1,0.493
determiner_noun_agreement_with_adj_irregular_2,0.521
determiner_noun_agreement_with_adjective_1,0.506
distractor_agreement_relational_noun,0.419
distractor_agreement_relative_clause,0.397
drop_argument,0.422
ellipsis_n_bar_1,0.213
ellipsis_n_bar_2,0.642
existential_there_object_raising,0.567
existential_there_quantifiers_1,0.892
existential_there_quantifiers_2,0.286
existential_there_subject_raising,0.553
expletive_it_object_raising,0.717
inchoative,0.588
intransitive,0.543
irregular_past_participle_adjectives,0.423
irregular_past_participle_verbs,0.703
irregular_plural_subject_verb_agreement_1,0.582
irregular_plural_subject_verb_agreement_2,0.676
left_branch_island_echo_question,0.701
left_branch_island_simple_question,0.456
matrix_question_npi_licensor_present,0.015
npi_present_1,0.441
npi_present_2,0.407
only_npi_licensor_present,0.954
only_npi_scope,0.57
passive_1,0.637
passive_2,0.556
principle_A_c_command,0.531
principle_A_case_1,1.0
principle_A_case_2,0.462
principle_A_domain_1,0.906
principle_A_domain_2,0.569
principle_A_domain_3,0.523
principle_A_reconstruction,0.215
regular_plural_subject_verb_agreement_1,0.608
regular_plural_subject_verb_agreement_2,0.601
sentential_negation_npi_licensor_present,0.864
sentential_negation_npi_scope,0.215
sentential_subject_island,0.52
superlative_quantifiers_1,0.571
superlative_quantifiers_2,0.56
tough_vs_raising_1,0.523
tough_vs_raising_2,0.483
transitive,0.57
wh_island,0.616
wh_questions_object_gap,0.569
wh_questions_subject_gap_long_distance,0.838
wh_vs_that_no_gap,0.941
wh_vs_that_no_gap_long_distance,0.938
