,best
adjunct_island,0.83
adv_order,0.958
anaphor_gender_agreement,0.948
anaphor_number_agreement,0.91
center_embedding_double_1,0.445
center_embedding_double_2,0.81
center_embedding_single_1,0.488
center_embedding_single_2,0.841
complex_np_island,0.363
coordinate_structure_constrain_object_extraction,0.789
determiner_noun_agreement_1,0.993
determiner_noun_agreement_2,0.962
determiner_noun_agreement_adj_1,0.974
determiner_noun_agreement_adj_2,0.921
ellipsis,0.769
green_ideas,0.743
intransitive,0.719
left_branch_island_simple_question,0.863
matrix_question_npi_licensor_present,0.224
npi_present,0.556
only_npi_licensor_present,0.745
only_npi_scope,0.615
pp_order,0.868
principle_A_c_command,0.618
principle_A_domain_1,0.998
principle_A_domain_2,0.785
principle_A_domain_3,0.539
recursion_intensifier_adj_long,0.968
recursion_intensifier_adj_medium,0.997
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.159
recursion_intensifier_adv_medium,0.132
recursion_intensifier_adv_short,0.213
recursion_poss_ditransitive_long,0.932
recursion_poss_ditransitive_medium,0.921
recursion_poss_ditransitive_short,0.916
recursion_poss_transitive_long,0.938
recursion_poss_transitive_medium,0.892
recursion_poss_transitive_short,0.914
recursion_pp_is_long,0.369
recursion_pp_is_medium,0.507
recursion_pp_is_short,0.874
recursion_pp_verb_long,0.025
recursion_pp_verb_medium,0.076
recursion_pp_verb_short,0.15
sentential_negation_npi_licensor_present,0.954
sentential_negation_npi_scope,0.638
subj_aux_agreement_question_vary_aux,0.751
subj_aux_agreement_question_vary_subj,0.688
subj_aux_vary_subj,0.91
subj_aux_vary_verb,0.936
subj_aux_vary_verb_pp,0.551
subj_aux_vary_verb_rc,0.558
subj_verb_vary_verb,0.788
svo_vos,0.793
swapped_ditransitive_1,0.561
swapped_ditransitive_2,0.619
transitive,0.96
wh_island,0.793
wh_questions_object_gap,0.564
wh_questions_object_gap_long_distance,0.564
wh_questions_subject_gap,0.776
wh_questions_subject_gap_long_distance,0.874
wh_vs_that_no_gap,0.974
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.561
wh_vs_that_with_gap_long_distance,0.137
