,best
adjunct_island,0.791
adv_order,0.921
anaphor_gender_agreement,0.955
anaphor_number_agreement,0.965
center_embedding_double_1,0.402
center_embedding_double_2,0.869
center_embedding_single_1,0.48
center_embedding_single_2,0.877
complex_np_island,0.453
coordinate_structure_constrain_object_extraction,0.817
determiner_noun_agreement_1,0.994
determiner_noun_agreement_2,0.978
determiner_noun_agreement_adj_1,0.992
determiner_noun_agreement_adj_2,0.978
ellipsis,0.639
green_ideas,0.692
intransitive,0.613
left_branch_island_simple_question,0.836
matrix_question_npi_licensor_present,0.336
npi_present,0.677
only_npi_licensor_present,0.973
only_npi_scope,0.898
pp_order,0.807
principle_A_c_command,0.579
principle_A_domain_1,1.0
principle_A_domain_2,0.886
principle_A_domain_3,0.569
recursion_intensifier_adj_long,0.991
recursion_intensifier_adj_medium,0.997
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.095
recursion_intensifier_adv_medium,0.093
recursion_intensifier_adv_short,0.166
recursion_poss_ditransitive_long,0.867
recursion_poss_ditransitive_medium,0.893
recursion_poss_ditransitive_short,0.971
recursion_poss_transitive_long,0.91
recursion_poss_transitive_medium,0.982
recursion_poss_transitive_short,0.999
recursion_pp_is_long,0.314
recursion_pp_is_medium,0.494
recursion_pp_is_short,0.886
recursion_pp_verb_long,0.46
recursion_pp_verb_medium,0.746
recursion_pp_verb_short,0.904
sentential_negation_npi_licensor_present,0.989
sentential_negation_npi_scope,0.518
subj_aux_agreement_question_vary_aux,0.631
subj_aux_agreement_question_vary_subj,0.674
subj_aux_vary_subj,0.923
subj_aux_vary_verb,0.941
subj_aux_vary_verb_pp,0.752
subj_aux_vary_verb_rc,0.625
subj_verb_vary_verb,0.837
svo_vos,0.757
swapped_ditransitive_1,0.566
swapped_ditransitive_2,0.619
transitive,0.982
wh_island,0.822
wh_questions_object_gap,0.78
wh_questions_object_gap_long_distance,0.382
wh_questions_subject_gap,0.887
wh_questions_subject_gap_long_distance,0.699
wh_vs_that_no_gap,0.99
wh_vs_that_no_gap_long_distance,0.939
wh_vs_that_with_gap,0.429
wh_vs_that_with_gap_long_distance,0.2
