,best
adjunct_island,0.826
adv_order,0.879
anaphor_gender_agreement,0.921
anaphor_number_agreement,0.879
center_embedding_double_1,0.434
center_embedding_double_2,0.766
center_embedding_single_1,0.5
center_embedding_single_2,0.786
complex_np_island,0.356
coordinate_structure_constrain_object_extraction,0.843
determiner_noun_agreement_1,0.987
determiner_noun_agreement_2,0.971
determiner_noun_agreement_adj_1,0.977
determiner_noun_agreement_adj_2,0.956
ellipsis,0.719
green_ideas,0.748
intransitive,0.555
left_branch_island_simple_question,0.819
matrix_question_npi_licensor_present,0.111
npi_present,0.466
only_npi_licensor_present,0.374
only_npi_scope,0.478
pp_order,0.784
principle_A_c_command,0.631
principle_A_domain_1,1.0
principle_A_domain_2,0.746
principle_A_domain_3,0.519
recursion_intensifier_adj_long,0.9
recursion_intensifier_adj_medium,0.994
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.23
recursion_intensifier_adv_medium,0.068
recursion_intensifier_adv_short,0.051
recursion_poss_ditransitive_long,0.376
recursion_poss_ditransitive_medium,0.491
recursion_poss_ditransitive_short,0.87
recursion_poss_transitive_long,0.85
recursion_poss_transitive_medium,0.902
recursion_poss_transitive_short,0.963
recursion_pp_is_long,0.308
recursion_pp_is_medium,0.406
recursion_pp_is_short,0.796
recursion_pp_verb_long,0.229
recursion_pp_verb_medium,0.301
recursion_pp_verb_short,0.513
sentential_negation_npi_licensor_present,0.576
sentential_negation_npi_scope,0.58
subj_aux_agreement_question_vary_aux,0.622
subj_aux_agreement_question_vary_subj,0.692
subj_aux_vary_subj,0.879
subj_aux_vary_verb,0.981
subj_aux_vary_verb_pp,0.644
subj_aux_vary_verb_rc,0.559
subj_verb_vary_verb,0.891
svo_vos,0.783
swapped_ditransitive_1,0.705
swapped_ditransitive_2,0.754
transitive,0.978
wh_island,0.669
wh_questions_object_gap,0.63
wh_questions_object_gap_long_distance,0.515
wh_questions_subject_gap,0.816
wh_questions_subject_gap_long_distance,0.829
wh_vs_that_no_gap,0.945
wh_vs_that_no_gap_long_distance,0.961
wh_vs_that_with_gap,0.408
wh_vs_that_with_gap_long_distance,0.097
