,best
adjunct_island,0.888
adv_order,0.932
anaphor_gender_agreement,0.94
anaphor_number_agreement,0.87
center_embedding_double_1,0.448
center_embedding_double_2,0.785
center_embedding_single_1,0.426
center_embedding_single_2,0.778
complex_np_island,0.327
coordinate_structure_constrain_object_extraction,0.646
determiner_noun_agreement_1,0.976
determiner_noun_agreement_2,0.971
determiner_noun_agreement_adj_1,0.96
determiner_noun_agreement_adj_2,0.959
ellipsis,0.815
green_ideas,0.728
intransitive,0.713
left_branch_island_simple_question,0.804
matrix_question_npi_licensor_present,0.271
npi_present,0.606
only_npi_licensor_present,0.7
only_npi_scope,0.836
pp_order,0.802
principle_A_c_command,0.603
principle_A_domain_1,1.0
principle_A_domain_2,0.678
principle_A_domain_3,0.535
recursion_intensifier_adj_long,0.989
recursion_intensifier_adj_medium,0.999
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.225
recursion_intensifier_adv_medium,0.22
recursion_intensifier_adv_short,0.43
recursion_poss_ditransitive_long,0.838
recursion_poss_ditransitive_medium,0.883
recursion_poss_ditransitive_short,0.973
recursion_poss_transitive_long,0.946
recursion_poss_transitive_medium,0.96
recursion_poss_transitive_short,0.989
recursion_pp_is_long,0.186
recursion_pp_is_medium,0.306
recursion_pp_is_short,0.769
recursion_pp_verb_long,0.064
recursion_pp_verb_medium,0.101
recursion_pp_verb_short,0.378
sentential_negation_npi_licensor_present,0.862
sentential_negation_npi_scope,0.772
subj_aux_agreement_question_vary_aux,0.763
subj_aux_agreement_question_vary_subj,0.692
subj_aux_vary_subj,0.894
subj_aux_vary_verb,0.921
subj_aux_vary_verb_pp,0.753
subj_aux_vary_verb_rc,0.578
subj_verb_vary_verb,0.839
svo_vos,0.758
swapped_ditransitive_1,0.524
swapped_ditransitive_2,0.533
transitive,0.926
wh_island,0.738
wh_questions_object_gap,0.694
wh_questions_object_gap_long_distance,0.521
wh_questions_subject_gap,0.877
wh_questions_subject_gap_long_distance,0.826
wh_vs_that_no_gap,0.983
wh_vs_that_no_gap_long_distance,0.959
wh_vs_that_with_gap,0.343
wh_vs_that_with_gap_long_distance,0.082
