,best
adjunct_island,0.815
adv_order,0.892
anaphor_gender_agreement,0.845
anaphor_number_agreement,0.81
center_embedding_double_1,0.358
center_embedding_double_2,0.91
center_embedding_single_1,0.408
center_embedding_single_2,0.913
complex_np_island,0.318
coordinate_structure_constrain_object_extraction,0.654
determiner_noun_agreement_1,0.95
determiner_noun_agreement_2,0.96
determiner_noun_agreement_adj_1,0.946
determiner_noun_agreement_adj_2,0.933
ellipsis,0.743
green_ideas,0.687
intransitive,0.779
left_branch_island_simple_question,0.893
matrix_question_npi_licensor_present,0.207
npi_present,0.547
only_npi_licensor_present,0.992
only_npi_scope,0.716
pp_order,0.854
principle_A_c_command,0.626
principle_A_domain_1,1.0
principle_A_domain_2,0.672
principle_A_domain_3,0.517
recursion_intensifier_adj_long,0.755
recursion_intensifier_adj_medium,0.951
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.376
recursion_intensifier_adv_medium,0.264
recursion_intensifier_adv_short,0.425
recursion_poss_ditransitive_long,0.762
recursion_poss_ditransitive_medium,0.837
recursion_poss_ditransitive_short,0.951
recursion_poss_transitive_long,0.771
recursion_poss_transitive_medium,0.865
recursion_poss_transitive_short,0.962
recursion_pp_is_long,0.368
recursion_pp_is_medium,0.353
recursion_pp_is_short,0.681
recursion_pp_verb_long,0.528
recursion_pp_verb_medium,0.389
recursion_pp_verb_short,0.587
sentential_negation_npi_licensor_present,0.352
sentential_negation_npi_scope,0.599
subj_aux_agreement_question_vary_aux,0.656
subj_aux_agreement_question_vary_subj,0.612
subj_aux_vary_subj,0.862
subj_aux_vary_verb,0.955
subj_aux_vary_verb_pp,0.49
subj_aux_vary_verb_rc,0.48
subj_verb_vary_verb,0.819
svo_vos,0.877
swapped_ditransitive_1,0.783
swapped_ditransitive_2,0.444
transitive,0.937
wh_island,0.698
wh_questions_object_gap,0.587
wh_questions_object_gap_long_distance,0.624
wh_questions_subject_gap,0.91
wh_questions_subject_gap_long_distance,0.913
wh_vs_that_no_gap,0.967
wh_vs_that_no_gap_long_distance,0.974
wh_vs_that_with_gap,0.408
wh_vs_that_with_gap_long_distance,0.108
