,best
adjunct_island,0.84
adv_order,0.944
anaphor_gender_agreement,0.874
anaphor_number_agreement,0.885
center_embedding_double_1,0.39
center_embedding_double_2,0.9
center_embedding_single_1,0.386
center_embedding_single_2,0.878
complex_np_island,0.42
coordinate_structure_constrain_object_extraction,0.765
determiner_noun_agreement_1,0.985
determiner_noun_agreement_2,0.969
determiner_noun_agreement_adj_1,0.967
determiner_noun_agreement_adj_2,0.948
ellipsis,0.82
green_ideas,0.75
intransitive,0.736
left_branch_island_simple_question,0.827
matrix_question_npi_licensor_present,0.279
npi_present,0.563
only_npi_licensor_present,0.847
only_npi_scope,0.783
pp_order,0.896
principle_A_c_command,0.492
principle_A_domain_1,0.996
principle_A_domain_2,0.844
principle_A_domain_3,0.54
recursion_intensifier_adj_long,0.911
recursion_intensifier_adj_medium,0.991
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.394
recursion_intensifier_adv_medium,0.146
recursion_intensifier_adv_short,0.089
recursion_poss_ditransitive_long,0.863
recursion_poss_ditransitive_medium,0.836
recursion_poss_ditransitive_short,0.922
recursion_poss_transitive_long,0.925
recursion_poss_transitive_medium,0.934
recursion_poss_transitive_short,0.958
recursion_pp_is_long,0.649
recursion_pp_is_medium,0.808
recursion_pp_is_short,0.869
recursion_pp_verb_long,0.316
recursion_pp_verb_medium,0.442
recursion_pp_verb_short,0.672
sentential_negation_npi_licensor_present,0.826
sentential_negation_npi_scope,0.592
subj_aux_agreement_question_vary_aux,0.708
subj_aux_agreement_question_vary_subj,0.732
subj_aux_vary_subj,0.879
subj_aux_vary_verb,0.971
subj_aux_vary_verb_pp,0.537
subj_aux_vary_verb_rc,0.493
subj_verb_vary_verb,0.895
svo_vos,0.764
swapped_ditransitive_1,0.791
swapped_ditransitive_2,0.72
transitive,0.96
wh_island,0.753
wh_questions_object_gap,0.716
wh_questions_object_gap_long_distance,0.66
wh_questions_subject_gap,0.911
wh_questions_subject_gap_long_distance,0.912
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.366
wh_vs_that_with_gap_long_distance,0.051
