,best
adjunct_island,0.813
adv_order,0.977
anaphor_gender_agreement,0.798
anaphor_number_agreement,0.94
center_embedding_double_1,0.395
center_embedding_double_2,0.959
center_embedding_single_1,0.448
center_embedding_single_2,0.921
complex_np_island,0.218
coordinate_structure_constrain_object_extraction,0.5
determiner_noun_agreement_1,0.951
determiner_noun_agreement_2,0.979
determiner_noun_agreement_adj_1,0.946
determiner_noun_agreement_adj_2,0.946
ellipsis,0.74
green_ideas,0.832
intransitive,0.764
left_branch_island_simple_question,0.906
matrix_question_npi_licensor_present,0.142
npi_present,0.399
only_npi_licensor_present,0.91
only_npi_scope,0.524
pp_order,0.879
principle_A_c_command,0.689
principle_A_domain_1,0.995
principle_A_domain_2,0.67
principle_A_domain_3,0.493
recursion_intensifier_adj_long,0.861
recursion_intensifier_adj_medium,0.971
recursion_intensifier_adj_short,0.999
recursion_intensifier_adv_long,0.385
recursion_intensifier_adv_medium,0.321
recursion_intensifier_adv_short,0.435
recursion_poss_ditransitive_long,0.699
recursion_poss_ditransitive_medium,0.784
recursion_poss_ditransitive_short,0.934
recursion_poss_transitive_long,0.958
recursion_poss_transitive_medium,0.951
recursion_poss_transitive_short,0.991
recursion_pp_is_long,0.667
recursion_pp_is_medium,0.629
recursion_pp_is_short,0.875
recursion_pp_verb_long,0.579
recursion_pp_verb_medium,0.328
recursion_pp_verb_short,0.495
sentential_negation_npi_licensor_present,0.325
sentential_negation_npi_scope,0.571
subj_aux_agreement_question_vary_aux,0.697
subj_aux_agreement_question_vary_subj,0.65
subj_aux_vary_subj,0.867
subj_aux_vary_verb,0.96
subj_aux_vary_verb_pp,0.463
subj_aux_vary_verb_rc,0.474
subj_verb_vary_verb,0.884
svo_vos,0.832
swapped_ditransitive_1,0.827
swapped_ditransitive_2,0.7
transitive,0.971
wh_island,0.766
wh_questions_object_gap,0.608
wh_questions_object_gap_long_distance,0.644
wh_questions_subject_gap,0.905
wh_questions_subject_gap_long_distance,0.91
wh_vs_that_no_gap,0.966
wh_vs_that_no_gap_long_distance,0.967
wh_vs_that_with_gap,0.375
wh_vs_that_with_gap_long_distance,0.08
