,best
adjunct_island,0.578
adv_order,0.818
anaphor_gender_agreement,0.895
anaphor_number_agreement,0.861
center_embedding_double_1,0.673
center_embedding_double_2,0.647
center_embedding_single_1,0.792
center_embedding_single_2,0.592
complex_np_island,0.325
coordinate_structure_constrain_object_extraction,0.839
determiner_noun_agreement_1,0.91
determiner_noun_agreement_2,0.906
determiner_noun_agreement_adj_1,0.848
determiner_noun_agreement_adj_2,0.885
ellipsis,0.653
green_ideas,0.634
intransitive,0.445
left_branch_island_simple_question,0.354
matrix_question_npi_licensor_present,0.11
npi_present,0.696
only_npi_licensor_present,0.969
only_npi_scope,0.587
pp_order,0.712
principle_A_c_command,0.63
principle_A_domain_1,0.994
principle_A_domain_2,0.74
principle_A_domain_3,0.487
recursion_intensifier_adj_long,0.729
recursion_intensifier_adj_medium,0.869
recursion_intensifier_adj_short,0.917
recursion_intensifier_adv_long,0.367
recursion_intensifier_adv_medium,0.216
recursion_intensifier_adv_short,0.214
recursion_poss_ditransitive_long,0.726
recursion_poss_ditransitive_medium,0.686
recursion_poss_ditransitive_short,0.651
recursion_poss_transitive_long,0.9
recursion_poss_transitive_medium,0.957
recursion_poss_transitive_short,0.989
recursion_pp_is_long,0.369
recursion_pp_is_medium,0.598
recursion_pp_is_short,0.797
recursion_pp_verb_long,0.678
recursion_pp_verb_medium,0.853
recursion_pp_verb_short,0.955
sentential_negation_npi_licensor_present,0.47
sentential_negation_npi_scope,0.214
subj_aux_agreement_question_vary_aux,0.507
subj_aux_agreement_question_vary_subj,0.517
subj_aux_vary_subj,0.823
subj_aux_vary_verb,0.893
subj_aux_vary_verb_pp,0.75
subj_aux_vary_verb_rc,0.698
subj_verb_vary_verb,0.862
svo_vos,0.723
swapped_ditransitive_1,0.354
swapped_ditransitive_2,0.554
transitive,0.541
wh_island,0.815
wh_questions_object_gap,0.438
wh_questions_object_gap_long_distance,0.551
wh_questions_subject_gap,0.877
wh_questions_subject_gap_long_distance,0.933
wh_vs_that_no_gap,0.985
wh_vs_that_no_gap_long_distance,0.997
wh_vs_that_with_gap,0.104
wh_vs_that_with_gap_long_distance,0.035
