,best
adjunct_island,0.881
adv_order,0.951
anaphor_gender_agreement,0.877
anaphor_number_agreement,0.899
center_embedding_double_1,0.371
center_embedding_double_2,0.865
center_embedding_single_1,0.41
center_embedding_single_2,0.858
complex_np_island,0.406
coordinate_structure_constrain_object_extraction,0.796
determiner_noun_agreement_1,0.987
determiner_noun_agreement_2,0.957
determiner_noun_agreement_adj_1,0.977
determiner_noun_agreement_adj_2,0.955
ellipsis,0.796
green_ideas,0.728
intransitive,0.67
left_branch_island_simple_question,0.787
matrix_question_npi_licensor_present,0.289
npi_present,0.484
only_npi_licensor_present,0.739
only_npi_scope,0.787
pp_order,0.77
principle_A_c_command,0.586
principle_A_domain_1,1.0
principle_A_domain_2,0.7
principle_A_domain_3,0.524
recursion_intensifier_adj_long,0.955
recursion_intensifier_adj_medium,0.999
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.208
recursion_intensifier_adv_medium,0.051
recursion_intensifier_adv_short,0.045
recursion_poss_ditransitive_long,0.851
recursion_poss_ditransitive_medium,0.878
recursion_poss_ditransitive_short,0.963
recursion_poss_transitive_long,0.834
recursion_poss_transitive_medium,0.873
recursion_poss_transitive_short,0.956
recursion_pp_is_long,0.133
recursion_pp_is_medium,0.26
recursion_pp_is_short,0.708
recursion_pp_verb_long,0.105
recursion_pp_verb_medium,0.138
recursion_pp_verb_short,0.586
sentential_negation_npi_licensor_present,0.136
sentential_negation_npi_scope,0.445
subj_aux_agreement_question_vary_aux,0.668
subj_aux_agreement_question_vary_subj,0.676
subj_aux_vary_subj,0.906
subj_aux_vary_verb,0.933
subj_aux_vary_verb_pp,0.535
subj_aux_vary_verb_rc,0.482
subj_verb_vary_verb,0.89
svo_vos,0.688
swapped_ditransitive_1,0.86
swapped_ditransitive_2,0.827
transitive,0.946
wh_island,0.832
wh_questions_object_gap,0.679
wh_questions_object_gap_long_distance,0.687
wh_questions_subject_gap,0.921
wh_questions_subject_gap_long_distance,0.919
wh_vs_that_no_gap,0.995
wh_vs_that_no_gap_long_distance,0.994
wh_vs_that_with_gap,0.365
wh_vs_that_with_gap_long_distance,0.053
