,best
adjunct_island,0.905
adv_order,0.924
anaphor_gender_agreement,0.827
anaphor_number_agreement,0.814
center_embedding_double_1,0.372
center_embedding_double_2,0.944
center_embedding_single_1,0.446
center_embedding_single_2,0.941
complex_np_island,0.301
coordinate_structure_constrain_object_extraction,0.711
determiner_noun_agreement_1,0.968
determiner_noun_agreement_2,0.965
determiner_noun_agreement_adj_1,0.958
determiner_noun_agreement_adj_2,0.928
ellipsis,0.765
green_ideas,0.727
intransitive,0.755
left_branch_island_simple_question,0.826
matrix_question_npi_licensor_present,0.116
npi_present,0.452
only_npi_licensor_present,1.0
only_npi_scope,0.502
pp_order,0.839
principle_A_c_command,0.559
principle_A_domain_1,1.0
principle_A_domain_2,0.603
principle_A_domain_3,0.476
recursion_intensifier_adj_long,0.839
recursion_intensifier_adj_medium,0.985
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.342
recursion_intensifier_adv_medium,0.297
recursion_intensifier_adv_short,0.44
recursion_poss_ditransitive_long,0.635
recursion_poss_ditransitive_medium,0.763
recursion_poss_ditransitive_short,0.93
recursion_poss_transitive_long,0.699
recursion_poss_transitive_medium,0.878
recursion_poss_transitive_short,0.987
recursion_pp_is_long,0.281
recursion_pp_is_medium,0.256
recursion_pp_is_short,0.781
recursion_pp_verb_long,0.208
recursion_pp_verb_medium,0.158
recursion_pp_verb_short,0.297
sentential_negation_npi_licensor_present,0.421
sentential_negation_npi_scope,0.661
subj_aux_agreement_question_vary_aux,0.718
subj_aux_agreement_question_vary_subj,0.633
subj_aux_vary_subj,0.857
subj_aux_vary_verb,0.964
subj_aux_vary_verb_pp,0.416
subj_aux_vary_verb_rc,0.445
subj_verb_vary_verb,0.865
svo_vos,0.905
swapped_ditransitive_1,0.909
swapped_ditransitive_2,0.851
transitive,0.945
wh_island,0.755
wh_questions_object_gap,0.719
wh_questions_object_gap_long_distance,0.751
wh_questions_subject_gap,0.936
wh_questions_subject_gap_long_distance,0.964
wh_vs_that_no_gap,0.984
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.353
wh_vs_that_with_gap_long_distance,0.046
