sentence1	PPL1	Sentence2	PPL2	Correct
Kayla explains Steven won't hurt herself.	6.905208110809326	Steven explains Kayla won't hurt herself.	7.312421798706055	incorrect
Alan explains Gina fires himself.	9.262792587280273	Gina explains Alan fires himself.	9.782878875732422	incorrect
Alice did think Paul hugs herself.	7.604451656341553	Paul did think Alice hugs herself.	7.594666481018066	correct
Carla's ex-boyfriend imagines Beverly hates himself.	6.2009077072143555	Beverly imagines Carla's ex-boyfriend hates himself.	6.069415092468262	correct
Kayla imagines Randolf sounds like herself.	7.888023376464844	Randolf imagines Kayla sounds like herself.	7.508554935455322	correct
Kevin explains Tonya would boast about himself.	7.242830276489258	Tonya explains Kevin would boast about himself.	8.25280475616455	incorrect
Katherine can explain Adam will describe herself.	8.30620002746582	Adam can explain Katherine will describe herself.	7.354743003845215	correct
Every guy could say Nancy hides himself.	8.13780403137207	Nancy could say every guy hides himself.	6.7792067527771	correct
Lawrence says Claire attacks himself.	7.83255672454834	Claire says Lawrence attacks himself.	6.911541938781738	correct
Gerald explains Donna could boast about himself.	7.551225662231445	Donna explains Gerald could boast about himself.	7.625298023223877	incorrect
Steve did explain Rachel couldn't praise himself.	6.982387065887451	Rachel did explain Steve couldn't praise himself.	8.120518684387207	incorrect
Caroline would imagine Jeffrey watches herself.	7.468416690826416	Jeffrey would imagine Caroline watches herself.	8.020550727844238	incorrect
Wayne should think Martha conceals himself.	7.515621662139893	Martha should think Wayne conceals himself.	7.622865200042725	incorrect
Bill imagines Maria praises himself.	6.8029704093933105	Maria imagines Bill praises himself.	6.705060958862305	correct
Ronald could explain Jill will hide himself.	9.031867027282715	Jill could explain Ronald will hide himself.	8.74740219116211	correct
Liam imagines Teresa didn't distract himself.	7.919294834136963	Teresa imagines Liam didn't distract himself.	7.354371547698975	correct
Melanie couldn't imagine Andrew's father could conceal herself.	6.04033088684082	Andrew's father couldn't imagine Melanie could conceal herself.	6.4048261642456055	incorrect
Carmen explains Carl might approach herself.	8.790792465209961	Carl explains Carmen might approach herself.	9.905241012573242	incorrect
George should explain Amelia kisses himself.	9.139381408691406	Amelia should explain George kisses himself.	8.287090301513672	correct
Eric says Susan helps himself.	8.394187927246094	Susan says Eric helps himself.	6.563531398773193	correct
Laurie's boyfriend explains Diane should remember himself.	7.94732141494751	Diane explains Laurie's boyfriend should remember himself.	7.725554943084717	correct
