sentence1	PPL1	Sentence2	PPL2	Correct
Who should Derek hug Richard after shocking?	9.862503051757812	Who should Derek hug after shocking Richard?	10.272048950195312	incorrect
What had Theresa walked through that high school while talking about?	6.165812015533447	What had Theresa walked through while talking about that high school?	6.001759052276611	correct
Who will Katherine discover Erin without hiring?	8.983424186706543	Who will Katherine discover without hiring Erin?	9.4256010055542	incorrect
Who has Colleen aggravated Judy before kissing?	9.964259147644043	Who has Colleen aggravated before kissing Judy?	9.630674362182617	correct
What could a lot of cats break all convertibles while finding?	7.446280479431152	What could a lot of cats break while finding all convertibles?	7.0937604904174805	correct
Who have most people discovered Erin while embarrassing?	7.9875593185424805	Who have most people discovered while embarrassing Erin?	8.11401081085205	incorrect
Who was William firing Maria before talking about?	6.673463344573975	Who was William firing before talking about Maria?	7.033829689025879	incorrect
What is Denise descending a lot of hills while hiding?	6.997817039489746	What is Denise descending while hiding a lot of hills?	6.829200267791748	correct
Who does John leave Beverly while alarming?	9.29559326171875	Who does John leave while alarming Beverly?	9.974627494812012	incorrect
What was Melanie going to those rivers after taking?	6.833536148071289	What was Melanie going to after taking those rivers?	6.490882873535156	correct
Who could Bethany research Winston Churchill before discussing?	8.450441360473633	Who could Bethany research before discussing Winston Churchill?	7.981723308563232	correct
What could Jessica sell these spotlights before noticing?	8.795988082885742	What could Jessica sell before noticing these spotlights?	8.75052547454834	correct
What had Helen biked to Spain without bothering?	8.990189552307129	What had Helen biked to without bothering Spain?	9.550084114074707	incorrect
Who is Mary irritating Kenneth after approaching?	9.071306228637695	Who is Mary irritating after approaching Kenneth?	9.045286178588867	correct
Who might Rose flee from this customer before returning to?	7.119263648986816	Who might Rose flee from before returning to this customer?	7.114802837371826	correct
What will Janice research politics after boasting about?	9.187045097351074	What will Janice research after boasting about politics?	8.596301078796387	correct
Who had Karla aggravated Donald without finding?	8.888766288757324	Who had Karla aggravated without finding Donald?	8.811105728149414	correct
Who should a government reference Jesus before shocking?	9.102745056152344	Who should a government reference before shocking Jesus?	9.267589569091797	incorrect
What had Aaron sounded like the museum while cleaning?	8.011693000793457	What had Aaron sounded like while cleaning the museum?	7.873728275299072	correct
What is Brenda arriving at many schools while exiting?	7.6325812339782715	What is Brenda arriving at while exiting many schools?	8.108149528503418	incorrect
Who is a window hurting Sabrina without disturbing?	8.594358444213867	Who is a window hurting without disturbing Sabrina?	8.58629035949707	correct
Who had Jesus bothered Lori after leaving?	9.443708419799805	Who had Jesus bothered after leaving Lori?	9.244272232055664	correct
Who are a lot of hamsters disgusting Ronald while finding?	7.180500507354736	Who are a lot of hamsters disgusting while finding Ronald?	7.186480522155762	incorrect
Who could Amelia leave Paul while appreciating?	8.043560028076172	Who could Amelia leave while appreciating Paul?	8.663013458251953	incorrect
What have many ladies dropped by all malls without talking about?	6.766442775726318	What have many ladies dropped by without talking about all malls?	7.0439372062683105	incorrect
What is Larry dropping by a grocery store after lifting?	7.499325752258301	What is Larry dropping by after lifting a grocery store?	7.3252177238464355	correct
Who is that student hugging Catherine before stunning?	7.893152236938477	Who is that student hugging before stunning Catherine?	8.847668647766113	incorrect
Who were those schools appreciating Alice without scaring?	7.987573623657227	Who were those schools appreciating without scaring Alice?	7.825453281402588	correct
What did Dan sell some plane after revealing?	8.197818756103516	What did Dan sell after revealing some plane?	7.835060119628906	correct
What had Marcus climbed down many mountains before buying?	8.570746421813965	What had Marcus climbed down before buying many mountains?	8.514503479003906	correct
What has Jacqueline scanned that report before revealing?	7.438807964324951	What has Jacqueline scanned before revealing that report?	8.1107759475708	incorrect
Who is Tanya returning to Donald while astounding?	7.253021240234375	Who is Tanya returning to while astounding Donald?	7.7865753173828125	incorrect
Who had Kirsten referenced Liam without boring?	8.649749755859375	Who had Kirsten referenced without boring Liam?	8.083353042602539	correct
What are some drivers touring every hill after going to?	7.151124477386475	What are some drivers touring after going to every hill?	6.414043426513672	correct
Who would Mark visit Marla while kissing?	8.211711883544922	Who would Mark visit while kissing Marla?	8.757318496704102	incorrect
What is Scott cleaning a pie after cleaning?	7.208724021911621	What is Scott cleaning after cleaning a pie?	7.07108211517334	correct
Who has some doctor listened to that actress after firing?	6.65980863571167	Who has some doctor listened to after firing that actress?	6.558828830718994	correct
Who has that lady approached Ellen after alarming?	8.270745277404785	Who has that lady approached after alarming Ellen?	8.528470993041992	incorrect
What can Randolf bike to the lakes before discussing?	8.234424591064453	What can Randolf bike to before discussing the lakes?	8.550680160522461	incorrect
What had some senator toured those cafes before hiding?	7.252370357513428	What had some senator toured before hiding those cafes?	7.159121513366699	correct
Who was Eric impressing Christina without admiring?	8.602457046508789	Who was Eric impressing without admiring Christina?	8.073732376098633	correct
What do most drivers climb up most hills without noticing?	7.853154182434082	What do most drivers climb up without noticing most hills?	7.9272661209106445	incorrect
Who had Gregory worked with Julie while noticing?	7.942701816558838	Who had Gregory worked with while noticing Julie?	8.378076553344727	incorrect
Who was Rose astounding many waiters while hiding?	7.350538730621338	Who was Rose astounding while hiding many waiters?	7.224691867828369	correct
