sentence1	PPL1	Sentence2	PPL2	Correct
Kayla explains Steven won't hurt herself.	6.612609386444092	Steven explains Kayla won't hurt herself.	6.807356357574463	incorrect
Alan explains Gina fires himself.	9.092839241027832	Gina explains Alan fires himself.	9.255083084106445	incorrect
Alice did think Paul hugs herself.	8.803071022033691	Paul did think Alice hugs herself.	8.166128158569336	correct
Carla's ex-boyfriend imagines Beverly hates himself.	6.261008262634277	Beverly imagines Carla's ex-boyfriend hates himself.	6.074431419372559	correct
Kayla imagines Randolf sounds like herself.	7.3153252601623535	Randolf imagines Kayla sounds like herself.	7.950644493103027	incorrect
Kevin explains Tonya would boast about himself.	6.629114151000977	Tonya explains Kevin would boast about himself.	6.867872714996338	incorrect
Katherine can explain Adam will describe herself.	8.12759017944336	Adam can explain Katherine will describe herself.	7.856213569641113	correct
Every guy could say Nancy hides himself.	7.086568355560303	Nancy could say every guy hides himself.	6.84813928604126	correct
Lawrence says Claire attacks himself.	8.39622688293457	Claire says Lawrence attacks himself.	5.912049770355225	correct
Gerald explains Donna could boast about himself.	7.06444787979126	Donna explains Gerald could boast about himself.	7.525172233581543	incorrect
Steve did explain Rachel couldn't praise himself.	6.794289588928223	Rachel did explain Steve couldn't praise himself.	7.302802085876465	incorrect
Caroline would imagine Jeffrey watches herself.	8.34485912322998	Jeffrey would imagine Caroline watches herself.	7.930811882019043	correct
Wayne should think Martha conceals himself.	7.051728248596191	Martha should think Wayne conceals himself.	7.8131914138793945	incorrect
Bill imagines Maria praises himself.	5.822092533111572	Maria imagines Bill praises himself.	7.022214889526367	incorrect
Ronald could explain Jill will hide himself.	8.166760444641113	Jill could explain Ronald will hide himself.	7.564537048339844	correct
Liam imagines Teresa didn't distract himself.	7.634592533111572	Teresa imagines Liam didn't distract himself.	6.815175533294678	correct
Melanie couldn't imagine Andrew's father could conceal herself.	6.028989315032959	Andrew's father couldn't imagine Melanie could conceal herself.	6.665404319763184	incorrect
Carmen explains Carl might approach herself.	9.000737190246582	Carl explains Carmen might approach herself.	8.862147331237793	correct
George should explain Amelia kisses himself.	9.555841445922852	Amelia should explain George kisses himself.	8.551275253295898	correct
Eric says Susan helps himself.	7.883964538574219	Susan says Eric helps himself.	6.21695613861084	correct
Laurie's boyfriend explains Diane should remember himself.	7.157483100891113	Diane explains Laurie's boyfriend should remember himself.	7.760846138000488	incorrect
Sandra's boyfriend thinks Tanya talks about himself.	6.3769965171813965	Tanya thinks Sandra's boyfriend talks about himself.	5.999755382537842	correct
That man doesn't explain Stacey doesn't help himself.	6.087413311004639	Stacey doesn't explain that man doesn't help himself.	5.62769889831543	correct
Randolf imagines Tammy doesn't alarm himself.	7.34957218170166	Tammy imagines Randolf doesn't alarm himself.	7.640016078948975	incorrect
Winston Churchill's son couldn't say Kayla loves himself.	7.0455121994018555	Kayla couldn't say Winston Churchill's son loves himself.	6.143123149871826	correct
Adam can't imagine Brenda did leave himself.	7.0266594886779785	Brenda can't imagine Adam did leave himself.	6.532910346984863	correct
Aaron thinks Elaine cares for himself.	6.753966808319092	Elaine thinks Aaron cares for himself.	7.157390594482422	incorrect
Tanya thinks Guy wouldn't sound like herself.	6.42437219619751	Guy thinks Tanya wouldn't sound like herself.	5.683355808258057	correct
