sentence1	PPL1	Sentence2	PPL2	Correct
Who aren't most waitresses alarming most hospitals that hadn't talked about?	7.200379371643066	Who aren't most hospitals that hadn't talked about most waitresses alarming?	7.300987243652344	incorrect
Who hasn't Cheryl attacked this sister of these dancers who shocked?	8.267682075500488	Who hasn't this sister of these dancers who shocked Cheryl attacked?	8.379613876342773	incorrect
Who should some grandsons of Janice hate Lawrence's lawyers who have scared?	8.287641525268555	Who should Lawrence's lawyers who have scared some grandsons of Janice hate?	7.755821704864502	correct
Who hadn't Jennifer's colleague embarrassed some driver who would fire?	8.277999877929688	Who hadn't some driver who would fire Jennifer's colleague embarrassed?	7.909599304199219	correct
Who haven't Deborah's tutors loved these fathers of Gerald who impressed?	9.19442367553711	Who haven't these fathers of Gerald who impressed Deborah's tutors loved?	7.898444175720215	correct
Who couldn't Carmen observe nephews of Victoria that did conceal?	9.191167831420898	Who couldn't nephews of Victoria that did conceal Carmen observe?	9.72852897644043	incorrect
Who wouldn't Katherine forget all mothers of Florence who disturbed?	8.68742561340332	Who wouldn't all mothers of Florence who disturbed Katherine forget?	8.36296272277832	correct
Who couldn't a movie about politics upset some teacher's piano teachers that were criticizing?	6.088302135467529	Who couldn't some teacher's piano teachers that were criticizing a movie about politics upset?	6.795037269592285	incorrect
Who weren't the dancers admiring these people that had hated?	6.356542110443115	Who weren't these people that had hated the dancers admiring?	5.876589298248291	correct
Who did Anna's dentists disturb this actor that wouldn't astound?	7.195417881011963	Who did this actor that wouldn't astound Anna's dentists disturb?	7.117354393005371	correct
Who was Tonya approaching Gary's lawyer who could respect?	7.5570807456970215	Who was Gary's lawyer who could respect Tonya approaching?	6.8513336181640625	correct
Who haven't Tonya's daughters questioned Edward's plumbers that had listened to?	7.0943756103515625	Who haven't Edward's plumbers that had listened to Tonya's daughters questioned?	6.913198471069336	correct
What can't some actor argue about a guest who would like?	5.84637975692749	What can't a guest who would like some actor argue about?	5.752050399780273	correct
Who wasn't Samuel healing that actor's father who can't bore?	7.100671768188477	Who wasn't that actor's father who can't bore Samuel healing?	6.530768394470215	correct
Who was Kevin approaching Andrew's ex-wife who isn't insulting?	6.160926342010498	Who was Andrew's ex-wife who isn't insulting Kevin approaching?	6.4127702713012695	incorrect
Who is Janice listening to Bill's nephew that won't attack?	6.615231990814209	Who is Bill's nephew that won't attack Janice listening to?	7.170171737670898	incorrect
Who is that actress's podiatrist thinking about that cashier who knew?	6.511282920837402	Who is that cashier who knew that actress's podiatrist thinking about?	6.539158821105957	incorrect
Who isn't Kathleen confusing the cousin of Craig that wasn't talking to?	6.391136646270752	Who isn't the cousin of Craig that wasn't talking to Kathleen confusing?	6.157232761383057	correct
Who hadn't these actresses' grandmothers described a brother of Renee who was upsetting?	6.636177062988281	Who hadn't a brother of Renee who was upsetting these actresses' grandmothers described?	7.148433208465576	incorrect
Who hadn't Daniel found Steven's brothers who had seen?	6.880863666534424	Who hadn't Steven's brothers who had seen Daniel found?	6.829871654510498	correct
What can't Anne admire a lot of fathers of Monet that liked?	7.151376247406006	What can't a lot of fathers of Monet that liked Anne admire?	7.320357322692871	incorrect
Who had some libraries listened to Joel's dermatologists who did flee from?	7.205660820007324	Who had Joel's dermatologists who did flee from some libraries listened to?	7.039087772369385	correct
Who hadn't Meredith's employee cared for Lissa's piano teachers who wouldn't return to?	6.670741558074951	Who hadn't Lissa's piano teachers who wouldn't return to Meredith's employee cared for?	6.700235843658447	incorrect
What does a patient conceal Cynthia's grandmother who won't love?	6.500186443328857	What does Cynthia's grandmother who won't love a patient conceal?	7.145905494689941	incorrect
Who couldn't this guest observe a lot of cousins of many actors that were watching?	6.062616348266602	Who couldn't a lot of cousins of many actors that were watching this guest observe?	6.467711448669434	incorrect
Who are a lot of students astounding a lot of universities that were talking to?	5.17557430267334	Who are a lot of universities that were talking to a lot of students astounding?	4.561476707458496	correct
Who might every senator's associates love Emily's French teachers that weren't watching?	7.155086994171143	Who might Emily's French teachers that weren't watching every senator's associates love?	7.89933443069458	incorrect
Who can't Regina's supervisor kiss senators that should visit?	7.5953240394592285	Who can't senators that should visit Regina's supervisor kiss?	8.250884056091309	incorrect
Who had Omar returned to some ladies that had hired?	6.915818691253662	Who had some ladies that had hired Omar returned to?	7.5401611328125	incorrect
Who hadn't every report sounded like Theodore's nephew that had appreciated?	7.38674259185791	Who hadn't Theodore's nephew that had appreciated every report sounded like?	7.972557544708252	incorrect
Who was Regina hugging Brenda's contractor that attacked?	9.214908599853516	Who was Brenda's contractor that attacked Regina hugging?	8.50385856628418	correct
