sentence1	PPL1	Sentence2	PPL2	Correct
A lot of patients who can sell some couch didn't investigate itself.	6.30283260345459	A lot of patients who can sell some couch didn't investigate themselves.	6.186654567718506	correct
A lot of actresses that thought about Alice healed herself.	6.440221786499023	A lot of actresses that thought about Alice healed themselves.	6.6103668212890625	incorrect
A guy that has seen the wheelbarrow notices itself.	6.381301403045654	A guy that has seen the wheelbarrow notices himself.	6.18939733505249	correct
The children that were complaining about Gregory hated himself.	5.972171783447266	The children that were complaining about Gregory hated themselves.	5.977903366088867	incorrect
Every boy that isn't selling the grocery stores isn't healing themselves.	5.731904029846191	Every boy that isn't selling the grocery stores isn't healing himself.	5.562207221984863	correct
The hospitals that talk to Ann talked to herself.	7.307713985443115	The hospitals that talk to Ann talked to themselves.	7.156370639801025	correct
Many skirts that stun some waitress are boring herself.	6.033048629760742	Many skirts that stun some waitress are boring themselves.	5.9081807136535645	correct
All men that might fire Tiffany have worked with herself.	7.12056303024292	All men that might fire Tiffany have worked with themselves.	7.145321846008301	incorrect
That actress who admired the cup praises itself.	6.908483982086182	That actress who admired the cup praises herself.	6.614170551300049	correct
This lady who is healing Charles wasn't hiding himself.	6.812216281890869	This lady who is healing Charles wasn't hiding herself.	6.8281450271606445	incorrect
Every woman that was hiring the Borgias argued about themselves.	6.942568778991699	Every woman that was hiring the Borgias argued about herself.	6.8538055419921875	correct
Every lady who does walk through a lot of movie theaters hadn't hugged themselves.	5.250641822814941	Every lady who does walk through a lot of movie theaters hadn't hugged herself.	5.279547214508057	incorrect
These doctors who do leave Melissa fled from herself.	7.44148588180542	These doctors who do leave Melissa fled from themselves.	7.55495023727417	incorrect
These ladies that hadn't forgotten Victoria fled from herself.	6.873434066772461	These ladies that hadn't forgotten Victoria fled from themselves.	6.851153373718262	correct
The customers who embarrass Kevin are discussing himself.	7.866950988769531	The customers who embarrass Kevin are discussing themselves.	7.62480354309082	correct
Some steak that scares Stacy doesn't shock herself.	6.247026443481445	Some steak that scares Stacy doesn't shock itself.	6.139134883880615	correct
All ladies who were bothering Dan observed himself.	6.558143138885498	All ladies who were bothering Dan observed themselves.	6.468240261077881	correct
The woman who hadn't taken a screen should respect itself.	5.169501304626465	The woman who hadn't taken a screen should respect herself.	4.998314380645752	correct
Most women who were arriving at every hospital fired itself.	6.925401210784912	Most women who were arriving at every hospital fired themselves.	6.41701078414917	correct
Some hill that could distract Barbara is alarming herself.	7.2835917472839355	Some hill that could distract Barbara is alarming itself.	7.315225124359131	incorrect
A lot of senators who climbed down the hill hired itself.	6.239682674407959	A lot of senators who climbed down the hill hired themselves.	5.934771537780762	correct
The dancers who haven't shocked Candice aren't appreciating herself.	5.630642414093018	The dancers who haven't shocked Candice aren't appreciating themselves.	5.406744480133057	correct
A legislature that wouldn't criticize Patrick hasn't helped himself.	6.324687480926514	A legislature that wouldn't criticize Patrick hasn't helped itself.	6.49098014831543	incorrect
Most guests who were revealing Colleen weren't complaining about herself.	5.1252336502075195	Most guests who were revealing Colleen weren't complaining about themselves.	5.1630730628967285	incorrect
A guy who hasn't annoyed Laura argued about herself.	5.3555731773376465	A guy who hasn't annoyed Laura argued about himself.	5.3884077072143555	incorrect
That company that had known Sandra annoyed herself.	6.815884113311768	That company that had known Sandra annoyed itself.	7.116971492767334	incorrect
Those senators who had a slope have cared for itself.	6.2441558837890625	Those senators who had a slope have cared for themselves.	5.932060241699219	correct
A cat that hasn't impressed Joseph couldn't distract himself.	5.853982448577881	A cat that hasn't impressed Joseph couldn't distract itself.	6.005134105682373	incorrect
Some association that had forgotten Claire insults herself.	7.96035099029541	Some association that had forgotten Claire insults itself.	8.138358116149902	incorrect
That plane that was scaring Wendy has disgusted herself.	6.168244361877441	That plane that was scaring Wendy has disgusted itself.	6.488187789916992	incorrect
The dancer who has brought those fish could care for themselves.	6.175433158874512	The dancer who has brought those fish could care for herself.	6.358344554901123	incorrect
Some boy that disturbed Jill could argue about herself.	7.107991695404053	Some boy that disturbed Jill could argue about himself.	7.02605676651001	correct
Some woman that was exploring some hill can't think about itself.	5.941718101501465	Some woman that was exploring some hill can't think about herself.	5.816195487976074	correct
All actors that disgust Veronica escaped from herself.	7.463709354400635	All actors that disgust Veronica escaped from themselves.	7.631264686584473	incorrect
Some museum that doesn't like a waitress was praising herself.	5.638405799865723	Some museum that doesn't like a waitress was praising itself.	5.789969444274902	incorrect
These pies that were embarrassing Jennifer are annoying herself.	5.951415061950684	These pies that were embarrassing Jennifer are annoying themselves.	5.905396938323975	correct
The book that is disgusting dancers would irritate themselves.	5.787077903747559	The book that is disgusting dancers would irritate itself.	6.023515701293945	incorrect
The drivers who attack Jodi haven't revealed herself.	7.020794868469238	The drivers who attack Jodi haven't revealed themselves.	6.6579203605651855	correct
A lot of adults that scared Stacey talked to herself.	5.920827388763428	A lot of adults that scared Stacey talked to themselves.	6.208364009857178	incorrect
A girl that wouldn't watch Omar questions himself.	7.0918965339660645	A girl that wouldn't watch Omar questions herself.	7.171427249908447	incorrect
The men who weren't confusing Valerie were kissing herself.	5.825349807739258	The men who weren't confusing Valerie were kissing themselves.	5.634258270263672	correct
Some guests who didn't discover Melissa were visiting herself.	5.698503017425537	Some guests who didn't discover Melissa were visiting themselves.	5.761838436126709	incorrect
A lot of waiters who weren't boring Joseph would heal himself.	5.275419235229492	A lot of waiters who weren't boring Joseph would heal themselves.	5.296124458312988	incorrect
Some organizations that haven't respected Nicole hadn't worked with herself.	5.322712421417236	Some organizations that haven't respected Nicole hadn't worked with themselves.	5.228105068206787	correct
Some dancer who isn't admiring mushrooms thinks about themselves.	6.179131984710693	Some dancer who isn't admiring mushrooms thinks about herself.	6.163043975830078	correct
These actors who think about Russell won't remember himself.	6.407359600067139	These actors who think about Russell won't remember themselves.	6.328758239746094	correct
All cashiers who will respect Florence criticized herself.	8.146535873413086	All cashiers who will respect Florence criticized themselves.	8.109745979309082	correct
This book that hurt Kirsten has disagreed with herself.	5.664703369140625	This book that hurt Kirsten has disagreed with itself.	5.675255298614502	incorrect
These adults that won't listen to Janice impressed herself.	6.945069789886475	These adults that won't listen to Janice impressed themselves.	6.822851657867432	correct
The actors that were escaping from Carrie had cured herself.	6.604583740234375	The actors that were escaping from Carrie had cured themselves.	6.284490585327148	correct
Every government that boasted about Amanda wasn't embarrassing herself.	6.193505764007568	Every government that boasted about Amanda wasn't embarrassing itself.	6.347892761230469	incorrect
Some cucumbers that can embarrass Amanda disgusted herself.	6.6795830726623535	Some cucumbers that can embarrass Amanda disgusted themselves.	6.85014009475708	incorrect
Some association that would astound Gregory had scared himself.	6.8342766761779785	Some association that would astound Gregory had scared itself.	7.313436031341553	incorrect
The customers that descend every hill can praise itself.	7.870149612426758	The customers that descend every hill can praise themselves.	7.587074279785156	correct
That woman who had noticed John fled from himself.	6.630231857299805	That woman who had noticed John fled from herself.	6.667348861694336	incorrect
Some beef that had annoyed this dancer is stunning herself.	6.710633277893066	Some beef that had annoyed this dancer is stunning itself.	6.665465354919434	correct
These guests that haven't discovered Caroline had seen herself.	5.947718620300293	These guests that haven't discovered Caroline had seen themselves.	5.935493469238281	correct
A library that has stunned Samantha criticized herself.	6.709908962249756	A library that has stunned Samantha criticized itself.	6.839073181152344	incorrect
Every actress who observed Eric kissed himself.	7.408380031585693	Every actress who observed Eric kissed herself.	7.430108547210693	incorrect
Every girl that hadn't disgusted Travis can't approach himself.	5.592082500457764	Every girl that hadn't disgusted Travis can't approach herself.	5.51905632019043	correct
Every woman that noticed some library respects itself.	8.341964721679688	Every woman that noticed some library respects herself.	7.996715068817139	correct
Senators who disagree with Thomas can't heal himself.	5.315397262573242	Senators who disagree with Thomas can't heal themselves.	5.319126605987549	incorrect
The dancers that argue about Beverly observed herself.	8.701705932617188	The dancers that argue about Beverly observed themselves.	8.564276695251465	correct
The turtles that were boring Christine disgusted herself.	7.214257717132568	The turtles that were boring Christine disgusted themselves.	7.241546630859375	incorrect
These doctors that didn't flee from Michael visited himself.	6.632627964019775	These doctors that didn't flee from Michael visited themselves.	6.703980922698975	incorrect
Some guy who is visiting some lakes cares for themselves.	5.977830410003662	Some guy who is visiting some lakes cares for himself.	5.7688751220703125	correct
Those students that looked like this print fired itself.	6.636627197265625	Those students that looked like this print fired themselves.	6.48931884765625	correct
Some girl who researches committees boasts about themselves.	6.261184215545654	Some girl who researches committees boasts about herself.	6.163997650146484	correct
All customers who would drive to every river haven't returned to itself.	5.941728591918945	All customers who would drive to every river haven't returned to themselves.	5.785319805145264	correct
That dog that wasn't boring Jason scared himself.	5.269794940948486	That dog that wasn't boring Jason scared itself.	5.677355766296387	incorrect
That woman that hated Scott hadn't talked about himself.	4.79437780380249	That woman that hated Scott hadn't talked about herself.	4.79127311706543	correct
Some women that would approach Pamela had cured herself.	6.457681179046631	Some women that would approach Pamela had cured themselves.	6.371455192565918	correct
This committee that is referencing Gina works with herself.	6.527003765106201	This committee that is referencing Gina works with itself.	7.101084232330322	incorrect
The rabbits that won't look like a painting disturbed itself.	5.943271636962891	The rabbits that won't look like a painting disturbed themselves.	5.891548156738281	correct
A lot of boys who hadn't appreciated some river were working with itself.	5.966416835784912	A lot of boys who hadn't appreciated some river were working with themselves.	5.708112716674805	correct
The river that impressed Cindy is impressing herself.	7.563098430633545	The river that impressed Cindy is impressing itself.	7.771631717681885	incorrect
Most children who astounded Larry have seen himself.	6.765419006347656	Most children who astounded Larry have seen themselves.	6.692397117614746	correct
Customers who love Russell had investigated himself.	6.694526195526123	Customers who love Russell had investigated themselves.	6.7109761238098145	incorrect
Some company that discussed James discusses himself.	7.781581878662109	Some company that discussed James discusses itself.	8.38581371307373	incorrect
That couch that shouldn't aggravate all women was annoying themselves.	4.960777282714844	That couch that shouldn't aggravate all women was annoying itself.	5.043868064880371	incorrect
Wheelbarrows that shocked the company distracted itself.	6.036781311035156	Wheelbarrows that shocked the company distracted themselves.	6.164704322814941	incorrect
These shoes that irritate Omar hurt himself.	6.5818586349487305	These shoes that irritate Omar hurt themselves.	6.752601146697998	incorrect
An association that conceals Laurie insulted herself.	7.25858211517334	An association that conceals Laurie insulted itself.	7.566147804260254	incorrect
That fish that astounded this actress hadn't scared herself.	5.611577987670898	That fish that astounded this actress hadn't scared itself.	5.8515472412109375	incorrect
That lady that was examining the movies remembers themselves.	6.180940628051758	That lady that was examining the movies remembers herself.	6.1398024559021	correct
Most waitresses that couldn't think about some vase had disliked itself.	6.997251033782959	Most waitresses that couldn't think about some vase had disliked themselves.	6.784497261047363	correct
Most boys who have confused Kristin hadn't concealed herself.	6.758447647094727	Most boys who have confused Kristin hadn't concealed themselves.	6.373387813568115	correct
Most doctors that are running around this library did love itself.	7.051128387451172	Most doctors that are running around this library did love themselves.	6.885880947113037	correct
The adults that scared Mary are approaching herself.	6.689133644104004	The adults that scared Mary are approaching themselves.	6.375535011291504	correct
The customers who distracts the guy would investigate himself.	6.178658485412598	The customers who distracts the guy would investigate themselves.	6.130600929260254	correct
Most cars that astound Catherine irritated herself.	7.608062744140625	Most cars that astound Catherine irritated themselves.	7.656365394592285	incorrect
The woman who loves Theodore notices himself.	7.10273551940918	The woman who loves Theodore notices herself.	7.093264579772949	correct
Most women that passed the hill won't conceal itself.	6.532002925872803	Most women that passed the hill won't conceal themselves.	6.307548522949219	correct
A girl that is fleeing from Derek wasn't discovering himself.	6.580580711364746	A girl that is fleeing from Derek wasn't discovering herself.	6.511362552642822	correct
Some children who leave Erin are observing herself.	6.592970371246338	Some children who leave Erin are observing themselves.	6.49279260635376	correct
Most waitresses that praised Ruth aren't appreciating herself.	6.595569610595703	Most waitresses that praised Ruth aren't appreciating themselves.	6.54679012298584	correct
Some legislatures that haven't argued about Jeffrey worked with himself.	6.374532222747803	Some legislatures that haven't argued about Jeffrey worked with themselves.	6.538959503173828	incorrect
The organization that has disliked many books insults themselves.	6.651368618011475	The organization that has disliked many books insults itself.	6.5252580642700195	correct
Those fish that are embarrassing Catherine aren't disgusting herself.	5.0649943351745605	Those fish that are embarrassing Catherine aren't disgusting themselves.	5.046433448791504	correct
This girl who boasted about some book could hate itself.	6.446714401245117	This girl who boasted about some book could hate herself.	6.141313076019287	correct
A lot of banks that weren't talking to Kayla will forget herself.	5.8022260665893555	A lot of banks that weren't talking to Kayla will forget themselves.	5.749168395996094	correct
These committees that don't work with Frank will dislike himself.	5.119710445404053	These committees that don't work with Frank will dislike themselves.	5.189139366149902	incorrect
An actress that wasn't boasting about Todd isn't discovering himself.	6.038847923278809	An actress that wasn't boasting about Todd isn't discovering herself.	6.111353397369385	incorrect
Some companies that were hurting David don't criticize himself.	5.760580062866211	Some companies that were hurting David don't criticize themselves.	5.713708400726318	correct
All dancers who passed the college campus can hate itself.	7.38690185546875	All dancers who passed the college campus can hate themselves.	7.015434265136719	correct
All universities that aggravated Carmen shouldn't astound herself.	6.1896562576293945	All universities that aggravated Carmen shouldn't astound themselves.	6.2064127922058105	incorrect
This unicycle that shouldn't hurt Suzanne will disturb herself.	6.358001708984375	This unicycle that shouldn't hurt Suzanne will disturb itself.	6.494361877441406	incorrect
That waitress who talked about many malls observed themselves.	6.784337043762207	That waitress who talked about many malls observed herself.	7.019728183746338	incorrect
That eggplant that astounded Douglas disturbs himself.	7.119136810302734	That eggplant that astounded Douglas disturbs itself.	7.184611797332764	incorrect
Every girl that should bike to some hospitals had attacked themselves.	7.1561455726623535	Every girl that should bike to some hospitals had attacked herself.	6.9783806800842285	correct
All teenagers that wouldn't sell that vase discovered itself.	6.8991546630859375	All teenagers that wouldn't sell that vase discovered themselves.	6.807479381561279	correct
People who weren't discussing Laurie didn't sound like herself.	5.353630065917969	People who weren't discussing Laurie didn't sound like themselves.	5.189478874206543	correct
A lot of boys that don't fix a cup remembered itself.	5.827261924743652	A lot of boys that don't fix a cup remembered themselves.	5.7145795822143555	correct
Senators that conceal Danielle haven't forgotten herself.	7.043323516845703	Senators that conceal Danielle haven't forgotten themselves.	7.07588529586792	incorrect
Dancers who kiss Bradley have astounded himself.	6.538174629211426	Dancers who kiss Bradley have astounded themselves.	6.441642761230469	correct
The boy that would listen to Tiffany had escaped from herself.	5.910804271697998	The boy that would listen to Tiffany had escaped from himself.	5.927857875823975	incorrect
Some teenagers that haven't confused Eva can reveal herself.	7.056887149810791	Some teenagers that haven't confused Eva can reveal themselves.	6.967345714569092	correct
That school that was distracting Renee appreciates herself.	4.935217380523682	That school that was distracting Renee appreciates itself.	5.165181636810303	incorrect
This slope that should stun Lori isn't astounding herself.	6.438258647918701	This slope that should stun Lori isn't astounding itself.	6.393016338348389	correct
Some libraries that were buying the sketch hadn't worked with itself.	5.7302470207214355	Some libraries that were buying the sketch hadn't worked with themselves.	5.663959980010986	correct
Most cashiers who conceal Bruce would reveal himself.	6.926721096038818	Most cashiers who conceal Bruce would reveal themselves.	7.065934658050537	incorrect
This car that impressed Frank hadn't disgusted himself.	5.635923862457275	This car that impressed Frank hadn't disgusted itself.	6.011134147644043	incorrect
This boy who will fire Pamela appreciated herself.	8.356120109558105	This boy who will fire Pamela appreciated himself.	8.23488998413086	correct
Some essay that hurt Peter has sounded like himself.	6.383559703826904	Some essay that hurt Peter has sounded like itself.	6.783057689666748	incorrect
The documentaries that worried Susan aggravated herself.	7.129578590393066	The documentaries that worried Susan aggravated themselves.	7.31591796875	incorrect
This legislature that respected Karen doesn't describe herself.	7.193106651306152	This legislature that respected Karen doesn't describe itself.	6.886930465698242	correct
Many pedestrians that confuses Rhonda weren't revealing herself.	6.12877893447876	Many pedestrians that confuses Rhonda weren't revealing themselves.	6.088014125823975	correct
Some peppers that might alarm Lissa had disturbed herself.	6.869179725646973	Some peppers that might alarm Lissa had disturbed themselves.	6.8983073234558105	incorrect
Every girl who won't bike to some art gallery conceals itself.	6.253905296325684	Every girl who won't bike to some art gallery conceals herself.	6.060997009277344	correct
Every company that hired Travis remembers himself.	6.24350643157959	Every company that hired Travis remembers itself.	6.904083251953125	incorrect
All governments that scared Larry do fire himself.	8.08432388305664	All governments that scared Larry do fire themselves.	8.239883422851562	incorrect
These fish that were worrying Joseph scared himself.	6.37714147567749	These fish that were worrying Joseph scared themselves.	6.394076824188232	incorrect
Some library that could confuse Julie respects herself.	7.178192138671875	Some library that could confuse Julie respects itself.	7.570288181304932	incorrect
A hospital that had remembered Andrea praised herself.	8.130828857421875	A hospital that had remembered Andrea praised itself.	8.489395141601562	incorrect
Some woman that does embarrass Samuel questions himself.	7.430883884429932	Some woman that does embarrass Samuel questions herself.	7.565746307373047	incorrect
That cup that has astounded Lisa astounded herself.	6.5513014793396	That cup that has astounded Lisa astounded itself.	6.837230205535889	incorrect
Many actresses that can find an apple won't astound itself.	6.836655616760254	Many actresses that can find an apple won't astound themselves.	6.709888458251953	correct
This girl that was noticing Alexander leaves himself.	6.9732184410095215	This girl that was noticing Alexander leaves herself.	6.956181049346924	correct
That actress who would complain about Phillip has complained about himself.	5.526093482971191	That actress who would complain about Phillip has complained about herself.	5.587020397186279	incorrect
Those actresses who respect George approached himself.	8.759798049926758	Those actresses who respect George approached themselves.	8.832283020019531	incorrect
The lamp that isn't disgusting James can't worry himself.	5.106112957000732	The lamp that isn't disgusting James can't worry itself.	5.279701232910156	incorrect
A lot of shirts that hadn't alarmed Wayne embarrassed himself.	5.08164644241333	A lot of shirts that hadn't alarmed Wayne embarrassed themselves.	5.126405715942383	incorrect
This association that listened to Rhonda isn't working with herself.	5.832675933837891	This association that listened to Rhonda isn't working with itself.	5.8430094718933105	incorrect
Some lady that cures Clyde had approached himself.	7.133923053741455	Some lady that cures Clyde had approached herself.	7.22707462310791	incorrect
Every school that isn't discussing Marla had distracted herself.	6.242818832397461	Every school that isn't discussing Marla had distracted itself.	6.250306606292725	incorrect
The actress that wouldn't visit some teachers would reveal themselves.	6.844245433807373	The actress that wouldn't visit some teachers would reveal herself.	6.7201151847839355	correct
The pedestrians who referenced Candice haven't complained about herself.	6.787545680999756	The pedestrians who referenced Candice haven't complained about themselves.	6.569146633148193	correct
These doctors that ascend a hill had discovered itself.	6.597749710083008	These doctors that ascend a hill had discovered themselves.	6.257889747619629	correct
A lot of schools that resemble some painting hadn't appreciated itself.	6.072078704833984	A lot of schools that resemble some painting hadn't appreciated themselves.	5.947385787963867	correct
Some car that will irritate Mark hadn't embarrassed himself.	5.494655132293701	Some car that will irritate Mark hadn't embarrassed itself.	5.75559139251709	incorrect
Some boy who concealed an actress isn't describing herself.	6.893800258636475	Some boy who concealed an actress isn't describing himself.	6.836597442626953	correct
Customers that have hated Tammy weren't healing herself.	5.882731914520264	Customers that have hated Tammy weren't healing themselves.	5.732377052307129	correct
That girl who cured girls does complain about themselves.	5.769211769104004	That girl who cured girls does complain about herself.	5.6603827476501465	correct
A woman that has most photographs disagrees with themselves.	6.191320896148682	A woman that has most photographs disagrees with herself.	6.0192437171936035	correct
The river that stuns Valerie embarrassed herself.	7.637502193450928	The river that stuns Valerie embarrassed itself.	7.938432693481445	incorrect
That lady who hadn't worn every glove could heal itself.	5.452045440673828	That lady who hadn't worn every glove could heal herself.	5.236937522888184	correct
A woman who hadn't looked like some photograph sees itself.	5.83398962020874	A woman who hadn't looked like some photograph sees herself.	5.592250347137451	correct
Those students that should aggravate Paula did cure herself.	7.357560634613037	Those students that should aggravate Paula did cure themselves.	7.347206115722656	correct
The legislatures that should praise Victoria worked with herself.	7.291207790374756	The legislatures that should praise Victoria worked with themselves.	7.199313640594482	correct
A museum that talks about Katherine talks about herself.	6.055153846740723	A museum that talks about Katherine talks about itself.	6.547121524810791	incorrect
Many sketches that aren't boring Jill had hurt herself.	6.445170879364014	Many sketches that aren't boring Jill had hurt themselves.	6.51052188873291	incorrect
Many art galleries that have impressed Lawrence hadn't distracted himself.	6.551097393035889	Many art galleries that have impressed Lawrence hadn't distracted themselves.	6.434592247009277	correct
Most adults who didn't attack Brett investigated himself.	7.244678974151611	Most adults who didn't attack Brett investigated themselves.	7.369479656219482	incorrect
Some adults that do shock Mitchell won't think about himself.	6.549452781677246	Some adults that do shock Mitchell won't think about themselves.	6.611571311950684	incorrect
A lot of guys that aren't arguing about Derek were helping himself.	5.645241737365723	A lot of guys that aren't arguing about Derek were helping themselves.	5.714578628540039	incorrect
That grocery store that hurt Alice should aggravate herself.	6.007131576538086	That grocery store that hurt Alice should aggravate itself.	6.211209774017334	incorrect
A man that can help Nancy hugs herself.	6.356809139251709	A man that can help Nancy hugs himself.	6.5226263999938965	incorrect
Most dresses that distract Steve can hurt himself.	6.855005741119385	Most dresses that distract Steve can hurt themselves.	7.055515289306641	incorrect
Some university that will distract Teresa wasn't helping herself.	6.627068519592285	Some university that will distract Teresa wasn't helping itself.	7.112748622894287	incorrect
Every boy that was disturbing Sherry watched herself.	6.642280578613281	Every boy that was disturbing Sherry watched himself.	6.500316143035889	correct
This organization that wouldn't know Sharon admired herself.	7.039139747619629	This organization that wouldn't know Sharon admired itself.	7.296095371246338	incorrect
Those guests who hadn't returned to Patrick didn't approach himself.	5.546069145202637	Those guests who hadn't returned to Patrick didn't approach themselves.	5.524461269378662	correct
