sentence1	PPL1	Sentence2	PPL2	Correct
A lot of patients who can sell some couch didn't investigate itself.	6.151454448699951	A lot of patients who can sell some couch didn't investigate themselves.	6.082045078277588	correct
A lot of actresses that thought about Alice healed herself.	6.463625907897949	A lot of actresses that thought about Alice healed themselves.	6.952308177947998	incorrect
A guy that has seen the wheelbarrow notices itself.	6.408048629760742	A guy that has seen the wheelbarrow notices himself.	6.595600128173828	incorrect
The children that were complaining about Gregory hated himself.	7.211881160736084	The children that were complaining about Gregory hated themselves.	7.442950248718262	incorrect
Every boy that isn't selling the grocery stores isn't healing themselves.	6.186471939086914	Every boy that isn't selling the grocery stores isn't healing himself.	6.125298976898193	correct
The hospitals that talk to Ann talked to herself.	7.435522556304932	The hospitals that talk to Ann talked to themselves.	7.539589881896973	incorrect
Many skirts that stun some waitress are boring herself.	7.86460542678833	Many skirts that stun some waitress are boring themselves.	7.488396644592285	correct
All men that might fire Tiffany have worked with herself.	6.404613494873047	All men that might fire Tiffany have worked with themselves.	6.32564640045166	correct
That actress who admired the cup praises itself.	6.800227642059326	That actress who admired the cup praises herself.	6.774959087371826	correct
This lady who is healing Charles wasn't hiding himself.	7.329710483551025	This lady who is healing Charles wasn't hiding herself.	7.316548824310303	correct
Every woman that was hiring the Borgias argued about themselves.	8.560297012329102	Every woman that was hiring the Borgias argued about herself.	8.206153869628906	correct
Every lady who does walk through a lot of movie theaters hadn't hugged themselves.	5.971310138702393	Every lady who does walk through a lot of movie theaters hadn't hugged herself.	6.049731254577637	incorrect
These doctors who do leave Melissa fled from herself.	7.7644267082214355	These doctors who do leave Melissa fled from themselves.	8.022682189941406	incorrect
These ladies that hadn't forgotten Victoria fled from herself.	7.195796966552734	These ladies that hadn't forgotten Victoria fled from themselves.	7.319168567657471	incorrect
The customers who embarrass Kevin are discussing himself.	8.18079662322998	The customers who embarrass Kevin are discussing themselves.	8.04928970336914	correct
Some steak that scares Stacy doesn't shock herself.	7.590427398681641	Some steak that scares Stacy doesn't shock itself.	7.4187421798706055	correct
All ladies who were bothering Dan observed himself.	6.6446967124938965	All ladies who were bothering Dan observed themselves.	6.437857151031494	correct
The woman who hadn't taken a screen should respect itself.	5.895229339599609	The woman who hadn't taken a screen should respect herself.	5.734559535980225	correct
Most women who were arriving at every hospital fired itself.	6.8535475730896	Most women who were arriving at every hospital fired themselves.	6.720632553100586	correct
Some hill that could distract Barbara is alarming herself.	7.276271820068359	Some hill that could distract Barbara is alarming itself.	7.525615692138672	incorrect
A lot of senators who climbed down the hill hired itself.	6.8781304359436035	A lot of senators who climbed down the hill hired themselves.	6.806975841522217	correct
The dancers who haven't shocked Candice aren't appreciating herself.	6.7608723640441895	The dancers who haven't shocked Candice aren't appreciating themselves.	6.563390731811523	correct
A legislature that wouldn't criticize Patrick hasn't helped himself.	6.874308109283447	A legislature that wouldn't criticize Patrick hasn't helped itself.	6.854641914367676	correct
Most guests who were revealing Colleen weren't complaining about herself.	6.669550895690918	Most guests who were revealing Colleen weren't complaining about themselves.	6.516355037689209	correct
