,best
wh_vs_that_with_gap,0.608
wh_questions_subject_gap,0.922
wh_vs_that_with_gap_long_distance,0.272
adjunct_island,0.811
anaphor_gender_agreement,0.912
anaphor_number_agreement,0.976
animate_subject_passive,0.75
animate_subject_trans,0.866
causative,0.782
complex_NP_island,0.559
coordinate_structure_constraint_complex_left_branch,0.713
coordinate_structure_constraint_object_extraction,0.869
determiner_noun_agreement_1,0.954
determiner_noun_agreement_2,0.98
determiner_noun_agreement_irregular_1,0.829
determiner_noun_agreement_irregular_2,0.929
determiner_noun_agreement_with_adj_2,0.947
determiner_noun_agreement_with_adj_irregular_1,0.84
determiner_noun_agreement_with_adj_irregular_2,0.887
determiner_noun_agreement_with_adjective_1,0.922
distractor_agreement_relational_noun,0.656
distractor_agreement_relative_clause,0.555
drop_argument,0.565
ellipsis_n_bar_1,0.728
ellipsis_n_bar_2,0.78
existential_there_object_raising,0.61
existential_there_quantifiers_1,0.958
existential_there_quantifiers_2,0.437
existential_there_subject_raising,0.866
expletive_it_object_raising,0.675
inchoative,0.671
intransitive,0.661
irregular_past_participle_adjectives,0.995
irregular_past_participle_verbs,0.778
irregular_plural_subject_verb_agreement_1,0.833
irregular_plural_subject_verb_agreement_2,0.856
left_branch_island_echo_question,0.699
left_branch_island_simple_question,0.811
matrix_question_npi_licensor_present,0.188
npi_present_1,0.496
npi_present_2,0.598
only_npi_licensor_present,0.7
only_npi_scope,0.485
passive_1,0.733
passive_2,0.728
principle_A_c_command,0.618
principle_A_case_1,0.999
principle_A_case_2,0.921
principle_A_domain_1,0.98
principle_A_domain_2,0.722
principle_A_domain_3,0.525
principle_A_reconstruction,0.435
regular_plural_subject_verb_agreement_1,0.831
regular_plural_subject_verb_agreement_2,0.818
sentential_negation_npi_licensor_present,0.989
sentential_negation_npi_scope,0.529
sentential_subject_island,0.396
superlative_quantifiers_1,0.89
superlative_quantifiers_2,0.915
tough_vs_raising_1,0.613
tough_vs_raising_2,0.846
transitive,0.773
wh_island,0.708
wh_questions_object_gap,0.837
wh_questions_subject_gap_long_distance,0.838
wh_vs_that_no_gap,0.954
wh_vs_that_no_gap_long_distance,0.92
