,best
wh_vs_that_with_gap,0.404
wh_questions_subject_gap,0.901
wh_vs_that_with_gap_long_distance,0.201
adjunct_island,0.696
anaphor_gender_agreement,0.665
anaphor_number_agreement,0.846
animate_subject_passive,0.726
animate_subject_trans,0.768
causative,0.693
complex_NP_island,0.493
coordinate_structure_constraint_complex_left_branch,0.589
coordinate_structure_constraint_object_extraction,0.51
determiner_noun_agreement_1,0.853
determiner_noun_agreement_2,0.915
determiner_noun_agreement_irregular_1,0.728
determiner_noun_agreement_irregular_2,0.89
determiner_noun_agreement_with_adj_2,0.829
determiner_noun_agreement_with_adj_irregular_1,0.814
determiner_noun_agreement_with_adj_irregular_2,0.823
determiner_noun_agreement_with_adjective_1,0.837
distractor_agreement_relational_noun,0.399
distractor_agreement_relative_clause,0.367
drop_argument,0.537
ellipsis_n_bar_1,0.557
ellipsis_n_bar_2,0.667
existential_there_object_raising,0.724
existential_there_quantifiers_1,0.963
existential_there_quantifiers_2,0.723
existential_there_subject_raising,0.716
expletive_it_object_raising,0.703
inchoative,0.622
intransitive,0.566
irregular_past_participle_adjectives,0.552
irregular_past_participle_verbs,0.741
irregular_plural_subject_verb_agreement_1,0.733
irregular_plural_subject_verb_agreement_2,0.755
left_branch_island_echo_question,0.597
left_branch_island_simple_question,0.75
matrix_question_npi_licensor_present,0.233
npi_present_1,0.367
npi_present_2,0.481
only_npi_licensor_present,0.597
only_npi_scope,0.589
passive_1,0.71
passive_2,0.721
principle_A_c_command,0.583
principle_A_case_1,0.995
principle_A_case_2,0.778
principle_A_domain_1,0.979
principle_A_domain_2,0.643
principle_A_domain_3,0.543
principle_A_reconstruction,0.415
regular_plural_subject_verb_agreement_1,0.724
regular_plural_subject_verb_agreement_2,0.733
sentential_negation_npi_licensor_present,0.989
sentential_negation_npi_scope,0.582
sentential_subject_island,0.41
superlative_quantifiers_1,0.696
superlative_quantifiers_2,0.761
tough_vs_raising_1,0.38
tough_vs_raising_2,0.726
transitive,0.725
wh_island,0.668
wh_questions_object_gap,0.698
wh_questions_subject_gap_long_distance,0.932
wh_vs_that_no_gap,0.933
wh_vs_that_no_gap_long_distance,0.966
