,best
wh_vs_that_with_gap,0.31
wh_questions_subject_gap,0.915
wh_vs_that_with_gap_long_distance,0.11
adjunct_island,0.783
anaphor_gender_agreement,0.743
anaphor_number_agreement,0.924
animate_subject_passive,0.597
animate_subject_trans,0.762
causative,0.675
complex_NP_island,0.485
coordinate_structure_constraint_complex_left_branch,0.35
coordinate_structure_constraint_object_extraction,0.653
determiner_noun_agreement_1,0.904
determiner_noun_agreement_2,0.895
determiner_noun_agreement_irregular_1,0.755
determiner_noun_agreement_irregular_2,0.843
determiner_noun_agreement_with_adj_2,0.823
determiner_noun_agreement_with_adj_irregular_1,0.759
determiner_noun_agreement_with_adj_irregular_2,0.77
determiner_noun_agreement_with_adjective_1,0.829
distractor_agreement_relational_noun,0.67
distractor_agreement_relative_clause,0.584
drop_argument,0.421
ellipsis_n_bar_1,0.604
ellipsis_n_bar_2,0.717
existential_there_object_raising,0.649
existential_there_quantifiers_1,0.98
existential_there_quantifiers_2,0.28
existential_there_subject_raising,0.729
expletive_it_object_raising,0.707
inchoative,0.633
intransitive,0.517
irregular_past_participle_adjectives,0.714
irregular_past_participle_verbs,0.811
irregular_plural_subject_verb_agreement_1,0.704
irregular_plural_subject_verb_agreement_2,0.68
left_branch_island_echo_question,0.497
left_branch_island_simple_question,0.32
matrix_question_npi_licensor_present,0.115
npi_present_1,0.507
npi_present_2,0.53
only_npi_licensor_present,0.956
only_npi_scope,0.85
passive_1,0.628
passive_2,0.59
principle_A_c_command,0.735
principle_A_case_1,0.999
principle_A_case_2,0.818
principle_A_domain_1,0.934
principle_A_domain_2,0.59
principle_A_domain_3,0.503
principle_A_reconstruction,0.482
regular_plural_subject_verb_agreement_1,0.731
regular_plural_subject_verb_agreement_2,0.768
sentential_negation_npi_licensor_present,0.839
sentential_negation_npi_scope,0.29
sentential_subject_island,0.395
superlative_quantifiers_1,0.485
superlative_quantifiers_2,0.503
tough_vs_raising_1,0.534
tough_vs_raising_2,0.516
transitive,0.666
wh_island,0.656
wh_questions_object_gap,0.715
wh_questions_subject_gap_long_distance,0.946
wh_vs_that_no_gap,0.941
wh_vs_that_no_gap_long_distance,0.965
