,best
wh_vs_that_with_gap,0.401
wh_questions_subject_gap,0.901
wh_vs_that_with_gap_long_distance,0.142
adjunct_island,0.706
anaphor_gender_agreement,0.77
anaphor_number_agreement,0.894
animate_subject_passive,0.733
animate_subject_trans,0.718
causative,0.688
complex_NP_island,0.411
coordinate_structure_constraint_complex_left_branch,0.617
coordinate_structure_constraint_object_extraction,0.63
determiner_noun_agreement_1,0.886
determiner_noun_agreement_2,0.94
determiner_noun_agreement_irregular_1,0.732
determiner_noun_agreement_irregular_2,0.874
determiner_noun_agreement_with_adj_2,0.874
determiner_noun_agreement_with_adj_irregular_1,0.798
determiner_noun_agreement_with_adj_irregular_2,0.833
determiner_noun_agreement_with_adjective_1,0.837
distractor_agreement_relational_noun,0.376
distractor_agreement_relative_clause,0.325
drop_argument,0.566
ellipsis_n_bar_1,0.619
ellipsis_n_bar_2,0.691
existential_there_object_raising,0.655
existential_there_quantifiers_1,0.941
existential_there_quantifiers_2,0.634
existential_there_subject_raising,0.787
expletive_it_object_raising,0.683
inchoative,0.656
intransitive,0.592
irregular_past_participle_adjectives,0.585
irregular_past_participle_verbs,0.808
irregular_plural_subject_verb_agreement_1,0.716
irregular_plural_subject_verb_agreement_2,0.766
left_branch_island_echo_question,0.494
left_branch_island_simple_question,0.787
matrix_question_npi_licensor_present,0.286
npi_present_1,0.527
npi_present_2,0.392
only_npi_licensor_present,0.954
only_npi_scope,0.407
passive_1,0.676
passive_2,0.642
principle_A_c_command,0.637
principle_A_case_1,1.0
principle_A_case_2,0.687
principle_A_domain_1,0.985
principle_A_domain_2,0.593
principle_A_domain_3,0.553
principle_A_reconstruction,0.414
regular_plural_subject_verb_agreement_1,0.719
regular_plural_subject_verb_agreement_2,0.761
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.526
sentential_subject_island,0.349
superlative_quantifiers_1,0.737
superlative_quantifiers_2,0.853
tough_vs_raising_1,0.387
tough_vs_raising_2,0.76
transitive,0.705
wh_island,0.727
wh_questions_object_gap,0.678
wh_questions_subject_gap_long_distance,0.959
wh_vs_that_no_gap,0.952
wh_vs_that_no_gap_long_distance,0.972
