,best
wh_vs_that_with_gap,0.258
wh_questions_subject_gap,0.876
wh_vs_that_with_gap_long_distance,0.111
adjunct_island,0.687
anaphor_gender_agreement,0.709
anaphor_number_agreement,0.914
animate_subject_passive,0.606
animate_subject_trans,0.76
causative,0.664
complex_NP_island,0.48
coordinate_structure_constraint_complex_left_branch,0.463
coordinate_structure_constraint_object_extraction,0.541
determiner_noun_agreement_1,0.904
determiner_noun_agreement_2,0.915
determiner_noun_agreement_irregular_1,0.769
determiner_noun_agreement_irregular_2,0.877
determiner_noun_agreement_with_adj_2,0.834
determiner_noun_agreement_with_adj_irregular_1,0.761
determiner_noun_agreement_with_adj_irregular_2,0.82
determiner_noun_agreement_with_adjective_1,0.832
distractor_agreement_relational_noun,0.649
distractor_agreement_relative_clause,0.522
drop_argument,0.443
ellipsis_n_bar_1,0.607
ellipsis_n_bar_2,0.726
existential_there_object_raising,0.57
existential_there_quantifiers_1,0.954
existential_there_quantifiers_2,0.378
existential_there_subject_raising,0.756
expletive_it_object_raising,0.661
inchoative,0.633
intransitive,0.569
irregular_past_participle_adjectives,0.628
irregular_past_participle_verbs,0.8
irregular_plural_subject_verb_agreement_1,0.667
irregular_plural_subject_verb_agreement_2,0.762
left_branch_island_echo_question,0.532
left_branch_island_simple_question,0.399
matrix_question_npi_licensor_present,0.122
npi_present_1,0.53
npi_present_2,0.59
only_npi_licensor_present,0.98
only_npi_scope,0.813
passive_1,0.617
passive_2,0.567
principle_A_c_command,0.677
principle_A_case_1,1.0
principle_A_case_2,0.823
principle_A_domain_1,0.965
principle_A_domain_2,0.55
principle_A_domain_3,0.513
principle_A_reconstruction,0.609
regular_plural_subject_verb_agreement_1,0.734
regular_plural_subject_verb_agreement_2,0.757
sentential_negation_npi_licensor_present,0.797
sentential_negation_npi_scope,0.236
sentential_subject_island,0.489
superlative_quantifiers_1,0.652
superlative_quantifiers_2,0.701
tough_vs_raising_1,0.565
tough_vs_raising_2,0.544
transitive,0.669
wh_island,0.407
wh_questions_object_gap,0.73
wh_questions_subject_gap_long_distance,0.865
wh_vs_that_no_gap,0.954
wh_vs_that_no_gap_long_distance,0.943
