,best
wh_vs_that_with_gap,0.269
wh_questions_subject_gap,0.906
wh_vs_that_with_gap_long_distance,0.121
adjunct_island,0.692
anaphor_gender_agreement,0.769
anaphor_number_agreement,0.922
animate_subject_passive,0.634
animate_subject_trans,0.776
causative,0.674
complex_NP_island,0.444
coordinate_structure_constraint_complex_left_branch,0.228
coordinate_structure_constraint_object_extraction,0.747
determiner_noun_agreement_1,0.904
determiner_noun_agreement_2,0.913
determiner_noun_agreement_irregular_1,0.765
determiner_noun_agreement_irregular_2,0.866
determiner_noun_agreement_with_adj_2,0.822
determiner_noun_agreement_with_adj_irregular_1,0.744
determiner_noun_agreement_with_adj_irregular_2,0.81
determiner_noun_agreement_with_adjective_1,0.824
distractor_agreement_relational_noun,0.634
distractor_agreement_relative_clause,0.544
drop_argument,0.4
ellipsis_n_bar_1,0.574
ellipsis_n_bar_2,0.683
existential_there_object_raising,0.618
existential_there_quantifiers_1,0.974
existential_there_quantifiers_2,0.325
existential_there_subject_raising,0.741
expletive_it_object_raising,0.644
inchoative,0.619
intransitive,0.537
irregular_past_participle_adjectives,0.81
irregular_past_participle_verbs,0.792
irregular_plural_subject_verb_agreement_1,0.659
irregular_plural_subject_verb_agreement_2,0.745
left_branch_island_echo_question,0.439
left_branch_island_simple_question,0.235
matrix_question_npi_licensor_present,0.059
npi_present_1,0.465
npi_present_2,0.459
only_npi_licensor_present,0.991
only_npi_scope,0.858
passive_1,0.63
passive_2,0.625
principle_A_c_command,0.7
principle_A_case_1,1.0
principle_A_case_2,0.87
principle_A_domain_1,0.942
principle_A_domain_2,0.654
principle_A_domain_3,0.55
principle_A_reconstruction,0.401
regular_plural_subject_verb_agreement_1,0.748
regular_plural_subject_verb_agreement_2,0.771
sentential_negation_npi_licensor_present,0.897
sentential_negation_npi_scope,0.299
sentential_subject_island,0.511
superlative_quantifiers_1,0.647
superlative_quantifiers_2,0.542
tough_vs_raising_1,0.512
tough_vs_raising_2,0.549
transitive,0.694
wh_island,0.61
wh_questions_object_gap,0.699
wh_questions_subject_gap_long_distance,0.914
wh_vs_that_no_gap,0.965
wh_vs_that_no_gap_long_distance,0.973
